,year,home_team,home_goals,home_Possession %,home_Total Shots,home_On Target,home_Off Target,home_Blocked,home_Passing %,home_Clear-Cut Chances,home_Corners,home_Offsides,home_Tackles %,home_Aerial Duels %,home_Saves,home_Fouls Committed,home_Fouls Won,home_Yellow Cards,home_Red Cards,away_team,away_goals,away_Possession %,away_Total Shots,away_On Target,away_Off Target,away_Blocked,away_Passing %,away_Clear-Cut Chances,away_Corners,away_Offsides,away_Tackles %,away_Aerial Duels %,away_Saves,away_Fouls Committed,away_Fouls Won,away_Yellow Cards,away_Red Cards,home_form_1,home_form_2,home_form_3,home_form_4,home_form_5,home_form_6,away_form_1,away_form_2,away_form_3,away_form_4,away_form_5,away_form_6,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11
0,2014-15,Bay Munich,2,74.2,20,7,9,4,87.6,1,5,1,83.3,48.8,5,11,10,0,0,Mainz,0,25.8,7,5,2,0,65.6,0,3,2,85.7,51.2,5,11,11,0,0,6 - 2,2 - 1,2 - 1,5 - 0,4 - 0,4 - 1,1 - 3,2 - 3,0 - 1,0 - 4,1 - 4,1 - 3,M Neuer,Rafinha ,J Boateng,Dante ,J Bernat,P Lahm,X Alonso,B Schweinsteiger,T Müller,R Lewandowski,M Götze,L Karius,S Bell,N Bungert,N Noveski,P Bengtsson,D Brosinski,J Geis,J Baumgartlinger,Jairo ,P De Blasis,Y Malli
1,2014-15,B Dortmund,3,66.3,23,8,9,6,79.8,5,9,0,69.6,63.6,3,10,3,0,0,W Bremen,2,33.7,8,5,3,0,65.8,2,1,3,92.3,36.4,5,3,10,0,0,3 - 0,2 - 0,2 - 0,3 - 0,1 - 3,1 - 0,1 - 1,1 - 1,1 - 1,1 - 0,3 - 1,1 - 4,R Weidenfeller,E Durm,N Subotic,M Hummels,M Schmelzer,I Gündogan,S Kehl,H Mkhitaryan,S Kagawa,M Reus,P Aubameyang,K Casteels,T Gebre Selassie,A Lukimya,J Vestergaard,J Sternberg,F Kroos,M Busch,F Bartels,Z Junuzovic,L Öztunali,F Di Santo
2,2014-15,Cologne,2,36.1,12,3,7,2,76.9,1,4,1,83.3,42.5,3,14,8,0,0,Wolfsburg,2,63.9,15,5,8,2,87.8,2,8,2,92.3,57.5,2,11,14,0,0,1 - 2,1 - 1,1 - 1,1 - 3,0 - 1,2 - 3,1 - 1,2 - 1,1 - 1,0 - 0,1 - 2,1 - 1,T Horn,M Brecko,D Maroh,K Wimmer,D Svento,M Risse,M Lehmann,Y Gerhardt,K Nagasawa,Y Osako,A Ujah,M Grün,Vieirinha ,R Knoche,T Klose,M Schäfer,M Arnold,Luiz Gustavo ,I Perisic,K De Bruyne,D Caligiuri,B Dost
3,2014-15,Frankfurt,2,41.6,8,3,3,2,66.8,1,3,4,77.3,52,6,20,13,2,0,Leverkusen,1,58.4,18,7,7,4,79.8,0,8,3,87.5,48,2,14,20,0,0,1 - 1,0 - 5,1 - 1,2 - 1,3 - 1,1 - 1,4 - 2,0 - 1,3 - 1,6 - 2,1 - 0,1 - 1,K Trapp,T Chandler,C Zambrano,A Madlung,B Oczipka,M Russ,M Hasebe,S Aigner,M Stendera,L Waldschmidt,H Seferovic,B Leno,S Boenisch,T Jedvaj,L Bender,B Wendell,S Reinartz,H Calhanoglu,J Brandt,K Bellarabi,H Son,S Kießling
4,2014-15,Hamburg,2,53.9,10,4,4,2,74.5,2,3,5,75,62.3,3,15,18,1,0,Schalke,0,46.1,12,4,5,3,70.8,0,6,2,78.9,37.7,2,18,14,2,0,2 - 2,3 - 1,3 - 0,1 - 0,4 - 3,2 - 1,4 - 1,1 - 1,0 - 3,1 - 1,0 - 4,1 - 3,R Adler,H Westermann,J Djourou,S Rajkovic,M Ostrzolek,I Olic,G Kacar,M Díaz,I Ilicevic,L Holtby,P Lasogga,R Fährmann,M Friedrich,J Matip,M Nastasic,S Kolasinac,R Neustädter,J Farfán,M Höger,M Meyer,L Sané,K Huntelaar
5,2014-15,Hannover,2,42.7,11,6,4,1,67.2,0,3,0,70,63.2,3,17,15,3,0,Freiburg,1,57.3,10,4,2,4,75.4,1,5,3,73.7,36.8,5,15,17,2,0,1 - 4,3 - 0,0 - 1,4 - 1,1 - 2,2 - 0,2 - 4,1 - 1,1 - 1,0 - 4,1 - 1,3 - 2,R Zieler,M Schmiedebach,Marcelo ,C Schulz,M Albornoz,L Andreasen,S Sané,L Stindl,H Kiyotake,E Prib,J Briand,R Bürki,M Mujdza,P Krmas,S Mitrovic,C Günter,N Höfler,J Schmid,K Guédé,V Darida,F Klaus,A Mehmedi
6,2014-15,Hoffenheim,2,71.1,16,5,4,7,89.3,0,1,2,76.9,61.1,2,14,18,2,0,Hertha,1,28.9,4,1,3,0,65.6,1,2,3,83.3,38.9,3,18,14,2,0,1 - 3,4 - 1,1 - 1,2 - 0,0 - 1,1 - 2,1 - 1,1 - 2,0 - 2,3 - 4,1 - 3,4 - 1,O Baumann,A Beck,T Strobl,D Abraham,J Toljan,P Schwegler,S Rudy,E Polanski,R Firmino,K Volland,A Modeste,T Kraft,P Pekarík,S Langkamp,J Heitinga,M Plattenhardt,F Lustenberger,P Skjelbred,G Haraguchi,V Stocker,N Schulz,S Kalou
7,2014-15,M'gladbach,1,42.5,10,3,3,4,80.2,1,1,2,78.9,47.9,1,13,17,4,1,FC Augsburg,3,57.5,15,4,8,3,85.9,0,6,2,73.3,52.1,2,17,12,2,0,6 - 0,1 - 0,2 - 2,3 - 2,2 - 2,1 - 1,3 - 1,1 - 3,0 - 2,0 - 0,2 - 0,3 - 1,Y Sommer,J Korb,R Brouwers,H Nordtveit,O Wendt,P Herrmann,C Kramer,G Xhaka,T Hazard,M Kruse,Raffael ,M Hitz,M Feulner,J Hong,R Klavan,B Rahman,D Kohr,D Baier,A Esswein,P Højbjerg,T Werner,H Altintop
8,2014-15,Paderborn,1,52.4,15,5,6,4,69.9,0,2,2,81,56.5,1,12,18,2,0,Stuttgart,2,47.6,18,3,8,7,68.5,3,8,1,86.4,43.5,4,18,12,2,0,3 - 1,1 - 1,1 - 0,0 - 0,3 - 4,0 - 1,1 - 1,1 - 1,2 - 0,1 - 1,4 - 1,2 - 3,L Kruse,M Heinloth,C Strohdiek,U Hünemeier,F Hartherz,M Vucinovic,M Vrancic,M Bakalorz,M Stoppelkamp,E Kachunga,S Lakic,S Ulreich,D Schwaab,T Baumgartl,A Rüdiger,F Klein,S Dié,C Gentner,M Harnik,D Didavi,F Kostic,D Ginczek
9,2014-15,Leverkusen,2,56.3,13,4,8,1,67.4,1,4,7,79.2,58.9,4,20,14,2,0,Hoffenheim,0,43.7,16,5,8,3,57.8,0,9,3,70.8,41.1,2,15,19,0,0,4 - 2,0 - 1,3 - 1,6 - 2,1 - 0,1 - 1,1 - 3,4 - 1,1 - 1,2 - 0,0 - 1,1 - 2,B Leno,R Hilbert,T Jedvaj,Ö Toprak,B Wendell,S Reinartz,S Rolfes,K Bellarabi,H Calhanoglu,H Son,S Kießling,O Baumann,A Beck,T Strobl,D Abraham,J Kim,S Rudy,P Schwegler,E Polanski,T Elyounoussi,K Volland,A Modeste
10,2014-15,FC Augsburg,1,66.7,8,2,3,3,82.4,0,3,4,75,41.5,1,20,18,1,2,Hannover,2,33.3,8,3,3,2,60.5,0,4,1,87.5,58.5,1,18,20,4,1,3 - 1,1 - 3,0 - 2,0 - 0,2 - 0,3 - 1,1 - 4,3 - 0,0 - 1,4 - 1,1 - 2,2 - 0,M Hitz,P Verhaegh,J Hong,R Klavan,B Rahman,D Kohr,D Baier,M Feulner,H Altintop,T Werner,R Bobadilla,R Zieler,H Sakai,Marcelo ,C Schulz,M Albornoz,L Andreasen,S Sané,L Stindl,H Kiyotake,E Prib,J Briand
11,2014-15,Hertha,0,37.8,9,2,5,2,63,1,4,3,80.8,39.6,0,20,22,3,0,Frankfurt,0,62.2,1,0,1,0,77.8,0,4,1,87.5,60.4,2,26,19,5,0,1 - 1,1 - 2,0 - 2,3 - 4,1 - 3,4 - 1,1 - 1,0 - 5,1 - 1,2 - 1,3 - 1,1 - 1,T Kraft,P Pekarík,S Langkamp,J Brooks,M Plattenhardt,P Skjelbred,F Lustenberger,G Haraguchi,V Stocker,N Schulz,S Kalou,K Trapp,T Chandler,C Zambrano,A Madlung,B Oczipka,S Aigner,A Ignjovski,M Hasebe,C Djakpa,H Seferovic,M Stendera
12,2014-15,Mainz,2,55.5,18,6,9,3,77.8,1,2,0,88.2,60.5,4,15,14,1,0,Cologne,0,44.5,12,4,6,2,71.1,1,5,2,77.3,39.5,4,14,13,3,0,1 - 3,2 - 3,0 - 1,0 - 4,1 - 4,1 - 3,1 - 2,1 - 1,1 - 1,1 - 3,0 - 1,2 - 3,L Karius,P Bengtsson,N Bungert,N Noveski,J Park,J Geis,J Baumgartlinger,P De Blasis,Y Malli,J Koo,S Okazaki,T Kessler,M Brecko,D Maroh,M Mavraj,J Hector,A Matuszczyk,K Vogt,M Risse,Y Osako,K Nagasawa,B Finne
13,2014-15,Freiburg,2,22.5,9,3,4,2,64.7,1,2,3,87.5,56.5,5,16,15,1,0,Bay Munich,1,77.5,19,6,8,5,91.7,3,10,0,62.5,43.5,1,15,16,0,0,2 - 4,1 - 1,1 - 1,0 - 4,1 - 1,3 - 2,6 - 2,2 - 1,2 - 1,5 - 0,4 - 0,4 - 1,R Bürki,M Mujdza,P Krmas,S Mitrovic,C Günter,J Schmid,N Höfler,V Darida,F Klaus,K Guédé,A Mehmedi,M Neuer,Rafinha ,J Boateng,M Benatia,J Bernat,S Rode,X Alonso,B Schweinsteiger,M Weiser,R Lewandowski,M Götze
14,2014-15,Schalke,1,57.9,19,2,11,6,73.3,0,10,2,80,52.3,4,14,14,3,0,Paderborn,0,42.1,22,4,14,4,69,0,9,1,94.7,47.7,2,14,14,2,0,4 - 1,1 - 1,0 - 3,1 - 1,0 - 4,1 - 3,3 - 1,1 - 1,1 - 0,0 - 0,3 - 4,0 - 1,R Fährmann,B Höwedes,J Matip,M Nastasic,S Kolasinac,J Kirchhoff,D Aogo,J Farfán,M Meyer,M Choupo-Moting,K Huntelaar,L Kruse,M Heinloth,C Strohdiek,U Hünemeier,D Brückner,S Koc,M Bakalorz,M Vrancic,M Stoppelkamp,L Rupp,S Lakic
15,2014-15,Stuttgart,2,53.8,22,11,8,3,75.6,3,9,2,87.5,39.7,0,10,19,1,0,Hamburg,1,46.2,7,1,5,1,68.8,0,2,0,69.7,60.3,9,21,10,5,0,1 - 1,1 - 1,2 - 0,1 - 1,4 - 1,2 - 3,2 - 2,3 - 1,3 - 0,1 - 0,4 - 3,2 - 1,S Ulreich,D Schwaab,T Baumgartl,A Rüdiger,F Klein,S Dié,C Gentner,M Harnik,D Didavi,F Kostic,D Ginczek,R Adler,H Westermann,J Djourou,S Rajkovic,M Ostrzolek,I Ilicevic,G Kacar,R van der Vaart,M Jansen,P Lasogga,I Olic
16,2014-15,W Bremen,0,32.3,19,3,6,10,70.3,1,5,0,78.6,53.7,2,13,7,0,0,M'gladbach,2,67.7,14,4,7,3,84.8,2,4,2,88.9,46.3,3,7,13,1,0,1 - 1,1 - 1,1 - 1,1 - 0,3 - 1,1 - 4,6 - 0,1 - 0,2 - 2,3 - 2,2 - 2,1 - 1,K Casteels,T Gebre Selassie,S Prödl,J Vestergaard,J Sternberg,P Bargfrede,L Öztunali,F Bartels,Z Junuzovic,F Di Santo,D Selke,Y Sommer,T Jantschke,R Brouwers,Á Domínguez,O Wendt,C Kramer,G Xhaka,P Herrmann,Raffael ,F Johnson,M Kruse
17,2014-15,Wolfsburg,2,47.7,12,8,3,1,75.9,4,6,6,72.7,68.4,3,11,12,4,0,B Dortmund,1,52.3,18,4,6,8,79.7,1,5,3,58.3,31.6,6,12,11,2,0,1 - 1,2 - 1,1 - 1,0 - 0,1 - 2,1 - 1,3 - 0,2 - 0,2 - 0,3 - 0,1 - 3,1 - 0,D Benaglio,S Jung,Naldo ,T Klose,R Rodríguez,J Guilavogui,M Arnold,I Perisic,K De Bruyne,D Caligiuri,B Dost,M Langerak,E Durm,N Subotic,S Papastathopoulos,M Schmelzer,S Kehl,I Gündogan,H Mkhitaryan,S Kagawa,K Kampl,P Aubameyang
18,2014-15,Paderborn,1,51.8,16,4,7,5,77.3,2,11,1,86.7,39.6,2,9,16,0,0,Wolfsburg,3,48.2,10,5,4,1,76.4,1,3,1,82.4,60.4,3,18,8,3,0,3 - 1,1 - 1,1 - 0,0 - 0,3 - 4,0 - 1,1 - 1,2 - 1,1 - 1,0 - 0,1 - 2,1 - 1,L Kruse,M Heinloth,Rafa ,U Hünemeier,D Brückner,M Bakalorz,M Vrancic,M Vucinovic,L Rupp,M Stoppelkamp,E Kachunga,D Benaglio,C Träsch,Naldo ,T Klose,R Rodríguez,J Guilavogui,Luiz Gustavo ,I Perisic,K De Bruyne,D Caligiuri,B Dost
19,2014-15,Cologne,2,38.8,13,6,6,1,74,2,5,4,73.3,44.6,1,10,16,1,0,Schalke,0,61.2,5,1,2,2,83,0,6,1,85,55.4,4,16,10,2,0,1 - 2,1 - 1,1 - 1,1 - 3,0 - 1,2 - 3,4 - 1,1 - 1,0 - 3,1 - 1,0 - 4,1 - 3,T Horn,M Brecko,D Maroh,K Wimmer,J Hector,M Risse,M Lehmann,K Vogt,K Nagasawa,Y Osako,A Ujah,R Fährmann,M Höger,B Höwedes,M Nastasic,D Aogo,L Goretzka,R Neustädter,L Sané,K Boateng,J Draxler,M Choupo-Moting
20,2014-15,Bay Munich,0,71.4,16,4,10,2,86.2,2,4,2,81.3,50,3,13,14,2,1,FC Augsburg,1,28.6,12,4,7,1,73.1,3,5,8,75,50,4,15,12,1,0,6 - 2,2 - 1,2 - 1,5 - 0,4 - 0,4 - 1,3 - 1,1 - 3,0 - 2,0 - 0,2 - 0,3 - 1,P Reina,M Weiser,J Boateng,Dante ,J Bernat,P Lahm,B Schweinsteiger,Thiago ,T Müller,R Lewandowski,M Götze,M Hitz,P Verhaegh,J Hong,R Klavan,B Rahman,D Baier,M Feulner,D Kohr,H Altintop,A Esswein,R Bobadilla
21,2014-15,B Dortmund,2,46.8,14,4,6,4,78.4,2,7,1,75,55.3,0,16,11,2,0,Hertha,0,53.2,3,0,1,2,78.2,0,3,3,75,44.7,2,11,16,3,0,3 - 0,2 - 0,2 - 0,3 - 0,1 - 3,1 - 0,1 - 1,1 - 2,0 - 2,3 - 4,1 - 3,4 - 1,M Langerak,E Durm,N Subotic,M Hummels,M Schmelzer,S Kehl,I Gündogan,H Mkhitaryan,S Kagawa,K Kampl,P Aubameyang,T Kraft,P Pekarík,S Langkamp,J Brooks,M Plattenhardt,P Skjelbred,F Lustenberger,G Haraguchi,V Stocker,N Schulz,S Kalou
22,2014-15,Frankfurt,3,41.1,13,4,8,1,65.5,0,1,3,73.9,58.3,4,21,25,3,0,Hoffenheim,1,58.9,8,5,2,1,74.1,1,1,1,81.8,41.7,1,25,21,3,0,1 - 1,0 - 5,1 - 1,2 - 1,3 - 1,1 - 1,1 - 3,4 - 1,1 - 1,2 - 0,0 - 1,1 - 2,K Trapp,T Chandler,C Zambrano,M Russ,B Oczipka,S Aigner,M Hasebe,S Medojevic,A Ignjovski,M Stendera,H Seferovic,O Baumann,S Rudy,D Abraham,E Bicakcic,A Beck,K Volland,P Schwegler,E Polanski,R Firmino,A Szalai,A Modeste
23,2014-15,Hannover,1,55.4,12,3,8,1,64.6,2,8,6,84,57.5,2,16,16,4,0,W Bremen,1,44.6,9,3,4,2,60.6,0,1,3,86.7,42.5,2,19,16,1,0,1 - 4,3 - 0,0 - 1,4 - 1,1 - 2,2 - 0,1 - 1,1 - 1,1 - 1,1 - 0,3 - 1,1 - 4,R Zieler,H Sakai,Marcelo ,C Schulz,M Albornoz,M Schmiedebach,S Sané,L Stindl,H Kiyotake,E Prib,J Briand,K Casteels,T Gebre Selassie,A Lukimya,J Vestergaard,J Sternberg,I Hajrovic,C Fritz,P Bargfrede,Z Junuzovic,F Di Santo,D Selke
24,2014-15,M'gladbach,3,47.6,10,7,2,1,74.5,3,6,2,68,57.7,2,15,13,2,0,Leverkusen,0,52.4,18,2,9,7,74.9,0,10,2,61.1,42.3,4,15,13,3,0,6 - 0,1 - 0,2 - 2,3 - 2,2 - 2,1 - 1,4 - 2,0 - 1,3 - 1,6 - 2,1 - 0,1 - 1,Y Sommer,J Korb,R Brouwers,T Jantschke,O Wendt,P Herrmann,G Xhaka,C Kramer,F Johnson,Raffael ,M Kruse,B Leno,R Hilbert,T Jedvaj,Ö Toprak,B Wendell,L Bender,S Rolfes,J Brandt,H Calhanoglu,H Son,S Kießling
25,2014-15,Stuttgart,2,50.2,18,7,8,3,70.9,3,7,0,68,57.1,2,16,19,2,0,Mainz,0,49.8,7,2,4,1,69.2,0,2,3,85.7,42.9,5,19,16,1,0,1 - 1,1 - 1,2 - 0,1 - 1,4 - 1,2 - 3,1 - 3,2 - 3,0 - 1,0 - 4,1 - 4,1 - 3,S Ulreich,D Schwaab,T Baumgartl,A Rüdiger,F Klein,C Gentner,S Dié,M Harnik,D Didavi,F Kostic,D Ginczek,L Karius,S Bell,N Bungert,N Noveski,P Bengtsson,J Geis,C Moritz,J Baumgartlinger,Y Malli,Jairo ,S Okazaki
26,2014-15,Hamburg,1,55.2,16,8,6,2,74,0,5,2,78.6,54.4,6,16,15,0,0,Freiburg,1,44.8,15,7,4,4,66.1,2,6,2,72.2,45.6,7,16,16,1,0,2 - 2,3 - 1,3 - 0,1 - 0,4 - 3,2 - 1,2 - 4,1 - 1,1 - 1,0 - 4,1 - 1,3 - 2,R Adler,H Westermann,J Djourou,S Rajkovic,M Ostrzolek,R van der Vaart,G Kacar,Z Stieber,L Holtby,I Olic,P Lasogga,R Bürki,M Mujdza,P Krmas,S Mitrovic,C Günter,J Schmid,N Höfler,V Darida,F Klaus,K Guédé,A Mehmedi
27,2014-15,Mainz,1,61.9,9,5,4,0,77.7,1,8,0,81.8,45.2,4,12,12,4,1,Hamburg,2,38.1,13,5,5,3,67,0,2,1,75,54.8,4,13,12,2,0,1 - 3,2 - 3,0 - 1,0 - 4,1 - 4,1 - 3,2 - 2,3 - 1,3 - 0,1 - 0,4 - 3,2 - 1,L Karius,D Brosinski,N Bungert,S Bell,P Bengtsson,J Geis,J Baumgartlinger,Jairo ,E Soto,J Koo,S Okazaki,R Adler,H Westermann,J Djourou,S Rajkovic,M Ostrzolek,G Kacar,R van der Vaart,N Müller,I Ilicevic,I Olic,P Lasogga
28,2014-15,Hertha,1,27.4,10,3,5,2,67.1,1,3,1,63.2,50,5,15,10,2,0,M'gladbach,2,72.6,18,7,9,2,90.1,4,3,3,80,50,2,10,13,3,0,1 - 1,1 - 2,0 - 2,3 - 4,1 - 3,4 - 1,6 - 0,1 - 0,2 - 2,3 - 2,2 - 2,1 - 1,T Kraft,P Pekarík,S Langkamp,J Brooks,M Plattenhardt,P Skjelbred,F Lustenberger,M Ndjeng,V Stocker,G Haraguchi,S Kalou,Y Sommer,J Korb,R Brouwers,T Jantschke,O Wendt,C Kramer,G Xhaka,P Herrmann,Raffael ,F Johnson,M Kruse
29,2014-15,FC Augsburg,0,63.3,16,3,4,9,82,1,8,1,66.7,60,1,11,15,0,0,Cologne,0,36.7,6,1,4,1,69.1,1,5,1,77.8,40,2,16,9,0,0,3 - 1,1 - 3,0 - 2,0 - 0,2 - 0,3 - 1,1 - 2,1 - 1,1 - 1,1 - 3,0 - 1,2 - 3,M Hitz,P Verhaegh,J Hong,R Klavan,B Rahman,D Baier,A Esswein,M Feulner,H Altintop,T Werner,R Bobadilla,T Horn,M Brecko,D Maroh,K Wimmer,J Hector,M Risse,M Lehmann,K Vogt,Y Gerhardt,Y Osako,A Ujah
30,2014-15,Hoffenheim,1,49.8,15,4,8,3,72.9,0,8,4,91.3,57.7,2,15,19,1,0,B Dortmund,1,50.2,11,3,6,2,70.2,2,5,6,64,42.3,3,19,14,3,0,1 - 3,4 - 1,1 - 1,2 - 0,0 - 1,1 - 2,3 - 0,2 - 0,2 - 0,3 - 0,1 - 3,1 - 0,O Baumann,J Toljan,D Abraham,E Bicakcic,A Beck,K Volland,P Schwegler,E Polanski,R Firmino,A Szalai,A Modeste,M Langerak,E Durm,N Subotic,M Hummels,M Schmelzer,I Gündogan,S Kehl,J Blaszczykowski,S Kagawa,H Mkhitaryan,P Aubameyang
31,2014-15,Freiburg,1,62.4,15,5,5,5,73.7,2,8,1,57.1,53.5,4,10,12,1,0,Paderborn,2,37.6,14,6,6,2,62.2,2,6,0,85.7,46.5,4,12,10,3,0,2 - 4,1 - 1,1 - 1,0 - 4,1 - 1,3 - 2,3 - 1,1 - 1,1 - 0,0 - 0,3 - 4,0 - 1,R Bürki,S Riether,P Krmas,N Höfler,O Sorg,J Schmid,J Schuster,V Darida,A Mehmedi,N Petersen,M Frantz,L Kruse,M Vucinovic,Rafa ,U Hünemeier,D Brückner,S Koc,M Bakalorz,P Ziegler,M Stoppelkamp,E Kachunga,S Lakic
32,2014-15,Schalke,3,65.2,21,6,11,4,84.5,2,5,2,90.9,51.2,5,14,14,1,0,Stuttgart,2,34.8,15,7,4,4,66,2,4,3,72.4,48.8,4,14,14,0,0,4 - 1,1 - 1,0 - 3,1 - 1,0 - 4,1 - 3,1 - 1,1 - 1,2 - 0,1 - 1,4 - 1,2 - 3,R Fährmann,B Höwedes,J Matip,M Nastasic,D Aogo,L Goretzka,R Neustädter,J Farfán,M Choupo-Moting,L Sané,K Huntelaar,S Ulreich,D Schwaab,T Baumgartl,G Niedermeier,F Klein,S Dié,C Gentner,M Harnik,I Lorenzo,F Kostic,D Ginczek
33,2014-15,W Bremen,1,41.4,16,7,7,2,60.5,3,10,6,86.2,60.8,5,22,14,2,0,Frankfurt,0,58.6,15,5,7,3,71.2,1,5,2,84,39.2,7,15,18,2,0,1 - 1,1 - 1,1 - 1,1 - 0,3 - 1,1 - 4,1 - 1,0 - 5,1 - 1,2 - 1,3 - 1,1 - 1,K Casteels,T Gebre Selassie,S Prödl,A Lukimya,J Sternberg,I Hajrovic,C Fritz,P Bargfrede,Z Junuzovic,F Di Santo,D Selke,K Trapp,A Ignjovski,M Russ,Anderson Bamba ,B Oczipka,M Hasebe,S Medojevic,M Stendera,N Valdez,S Kittel,H Seferovic
34,2014-15,Wolfsburg,2,63.2,20,4,9,7,82.6,2,5,2,66.7,61,6,9,14,1,0,Hannover,2,36.8,14,8,1,5,68.3,3,5,2,89.5,39,2,15,7,1,0,1 - 1,2 - 1,1 - 1,0 - 0,1 - 2,1 - 1,1 - 4,3 - 0,0 - 1,4 - 1,1 - 2,2 - 0,D Benaglio,Vieirinha ,Naldo ,T Klose,R Rodríguez,Luiz Gustavo ,M Arnold,I Perisic,K De Bruyne,A Schürrle,B Dost,R Zieler,M Schmiedebach,Marcelo ,C Schulz,M Albornoz,L Andreasen,S Sané,H Sakai,H Kiyotake,E Prib,Joselu 
35,2014-15,Leverkusen,2,42.9,20,8,8,4,72.8,0,12,4,73.2,52.4,4,26,13,1,0,Bay Munich,0,57.1,9,5,2,2,82.3,3,4,0,73,47.6,6,15,25,4,0,4 - 2,0 - 1,3 - 1,6 - 2,1 - 0,1 - 1,6 - 2,2 - 1,2 - 1,5 - 0,4 - 0,4 - 1,B Leno,R Hilbert,T Jedvaj,Ö Toprak,B Wendell,S Reinartz,S Rolfes,K Bellarabi,H Calhanoglu,H Son,S Kießling,M Neuer,Rafinha ,Javi Martínez ,Dante ,M Weiser,P Lahm,G Gaudino,R Strieder,B Schweinsteiger,M Götze,C Pizarro
36,2014-15,Paderborn,2,39.2,20,8,9,3,67.2,2,14,4,80,55.7,4,22,28,1,1,W Bremen,2,60.8,13,6,5,2,78.7,1,6,2,86.7,44.3,6,28,22,1,0,3 - 1,1 - 1,1 - 0,0 - 0,3 - 4,0 - 1,1 - 1,1 - 1,1 - 1,1 - 0,3 - 1,1 - 4,L Kruse,M Heinloth,Rafa ,U Hünemeier,D Brückner,S Koc,M Bakalorz,M Vrancic,M Stoppelkamp,E Kachunga,S Lakic,K Casteels,T Gebre Selassie,A Gálvez,A Lukimya,S Prödl,P Bargfrede,C Fritz,Z Junuzovic,L Öztunali,F Di Santo,D Selke
37,2014-15,M'gladbach,1,59.9,19,5,10,4,86,2,4,0,68.8,48.6,0,9,13,2,0,Wolfsburg,0,40.1,9,0,6,3,81.4,0,5,0,66.7,51.4,4,14,9,2,0,6 - 0,1 - 0,2 - 2,3 - 2,2 - 2,1 - 1,1 - 1,2 - 1,1 - 1,0 - 0,1 - 2,1 - 1,Y Sommer,J Korb,R Brouwers,Á Domínguez,O Wendt,P Herrmann,C Kramer,G Xhaka,F Johnson,M Kruse,Raffael ,D Benaglio,C Träsch,Naldo ,T Klose,R Rodríguez,Luiz Gustavo ,M Arnold,D Caligiuri,K De Bruyne,I Perisic,N Bendtner
38,2014-15,B Dortmund,2,39.6,13,4,7,2,71.2,3,2,4,77.8,43.2,0,22,10,3,0,Frankfurt,0,60.4,11,0,3,8,78.9,0,2,2,68.4,56.8,2,12,20,3,0,3 - 0,2 - 0,2 - 0,3 - 0,1 - 3,1 - 0,1 - 1,0 - 5,1 - 1,2 - 1,3 - 1,1 - 1,M Langerak,E Durm,S Papastathopoulos,M Hummels,M Schmelzer,S Bender,M Ginter,J Blaszczykowski,S Kagawa,H Mkhitaryan,P Aubameyang,K Trapp,T Chandler,C Zambrano,A Madlung,A Ignjovski,S Kittel,M Hasebe,S Medojevic,L Piazon,H Seferovic,N Valdez
39,2014-15,Cologne,1,48.2,14,4,7,3,68.9,2,5,0,89.5,41.5,4,14,14,2,0,Leverkusen,1,51.8,9,5,2,2,72.1,0,4,4,72.2,58.5,3,16,14,3,0,1 - 2,1 - 1,1 - 1,1 - 3,0 - 1,2 - 3,4 - 2,0 - 1,3 - 1,6 - 2,1 - 0,1 - 1,T Horn,M Brecko,D Maroh,K Wimmer,J Hector,M Risse,M Lehmann,K Vogt,Y Gerhardt,Y Osako,A Ujah,B Leno,R Hilbert,Ö Toprak,K Papadopoulos,B Wendell,L Bender,S Rolfes,K Bellarabi,H Calhanoglu,H Son,S Kießling
40,2014-15,Hamburg,3,37.4,15,8,5,2,63.2,2,2,1,83.3,43.5,1,16,19,3,0,FC Augsburg,2,62.6,14,3,7,4,76.8,2,4,3,81.8,56.5,5,20,15,1,0,2 - 2,3 - 1,3 - 0,1 - 0,4 - 3,2 - 1,3 - 1,1 - 3,0 - 2,0 - 0,2 - 0,3 - 1,R Adler,H Westermann,J Djourou,S Rajkovic,M Ostrzolek,G Kacar,R van der Vaart,Z Stieber,I Ilicevic,I Olic,P Lasogga,M Hitz,P Verhaegh,J Hong,R Klavan,B Rahman,D Baier,A Esswein,M Feulner,H Altintop,T Werner,R Bobadilla
41,2014-15,Hannover,1,49.5,12,5,5,2,60.6,0,2,3,68,47.5,2,24,18,5,0,Hoffenheim,2,50.5,13,4,6,3,62.9,2,6,2,82.6,52.5,4,19,24,2,0,1 - 4,3 - 0,0 - 1,4 - 1,1 - 2,2 - 0,1 - 3,4 - 1,1 - 1,2 - 0,0 - 1,1 - 2,R Zieler,M Schmiedebach,Marcelo ,C Schulz,M Albornoz,L Stindl,S Sané,L Andreasen,E Prib,D Ya Konan,Joselu ,O Baumann,S Rudy,D Abraham,E Bicakcic,J Toljan,T Strobl,P Schwegler,E Polanski,R Firmino,A Szalai,A Modeste
