,year,home_team,home_goals,home_Possession %,home_Total Shots,home_On Target,home_Off Target,home_Blocked,home_Passing %,home_Clear-Cut Chances,home_Corners,home_Offsides,home_Tackles %,home_Aerial Duels %,home_Saves,home_Fouls Committed,home_Fouls Won,home_Yellow Cards,home_Red Cards,away_team,away_goals,away_Possession %,away_Total Shots,away_On Target,away_Off Target,away_Blocked,away_Passing %,away_Clear-Cut Chances,away_Corners,away_Offsides,away_Tackles %,away_Aerial Duels %,away_Saves,away_Fouls Committed,away_Fouls Won,away_Yellow Cards,away_Red Cards,home_form_1,home_form_2,home_form_3,home_form_4,home_form_5,home_form_6,away_form_1,away_form_2,away_form_3,away_form_4,away_form_5,away_form_6,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11
528,2016-17,Bay Munich,1,60.1,12,4,7,1,83.5,3,9,3,81,46.9,2,14,14,1,0,Schalke,1,39.9,7,3,4,0,79.4,3,3,4,68.8,53.1,3,15,14,1,0,6 - 2,2 - 1,2 - 1,5 - 0,4 - 0,4 - 1,4 - 1,1 - 1,0 - 3,1 - 1,0 - 4,1 - 3,M Neuer,Rafinha ,Javi Martínez ,M Hummels,J Bernat,X Alonso,A Vidal,A Robben,T Müller,D Costa,R Lewandowski,R Fährmann,B Höwedes,Naldo ,H Badstuber,B Stambouli,A Schöpf,L Goretzka,N Bentaleb,S Kolasinac,D Caligiuri,G Burgstaller
529,2016-17,Cologne,1,45.9,12,2,5,5,75.5,0,6,2,76.5,57.4,1,14,19,4,0,Wolfsburg,0,54.1,12,2,5,5,77,0,6,2,86.7,42.6,1,21,14,3,0,1 - 2,1 - 1,1 - 1,1 - 3,0 - 1,2 - 3,1 - 1,2 - 1,1 - 1,0 - 0,1 - 2,1 - 1,T Kessler,P Olkowski,F Sörensen,D Heintz,K Rausch,C Clemens,M Höger,J Hector,L Bittencourt,Y Osako,A Modeste,D Benaglio,J Bruma,Luiz Gustavo ,R Rodríguez,J Guilavogui,Vieirinha ,P Seguin,M Arnold,Y Gerhardt,M Gomez,Y Malli
530,2016-17,Hertha,1,52.6,8,2,5,1,65.3,1,1,0,73.1,45.9,4,15,19,2,0,Ingolstadt,0,47.4,12,4,5,3,61.6,0,3,3,80,54.1,1,20,14,2,0,1 - 1,1 - 2,0 - 2,3 - 4,1 - 3,4 - 1,1 - 1,1 - 0,1 - 1,2 - 1,0 - 2,0 - 1,R Jarstein,P Pekarík,S Langkamp,J Brooks,M Mittelstädt,F Lustenberger,V Darida,G Haraguchi,V Stocker,S Kalou,V Ibisevic,M Hansen,M Matip,R de Oliveira Bernardo,R Brégerie,F Hadergjonaj,M Christiansen,A Morales,M Suttner,P Groß,A Jung,D Lezcano
531,2016-17,Hoffenheim,4,56.8,22,7,3,12,82.4,0,3,1,56,65.5,2,14,12,2,0,Mainz,0,43.2,13,2,6,5,77.9,1,6,0,63.2,34.5,3,13,13,2,0,1 - 3,4 - 1,1 - 1,2 - 0,0 - 1,1 - 2,1 - 3,2 - 3,0 - 1,0 - 4,1 - 4,1 - 3,O Baumann,N Süle,K Vogt,B Hübner,S Rudy,P Kaderábek,K Demirbay,N Amiri,S Zuber,M Uth,A Kramaric,J Lössl,G Donati,S Bell,N Bungert,D Brosinski,P De Blasis,D Latza,A Ramalho,Jairo ,Y Muto,J Córdoba
532,2016-17,M'gladbach,3,47.7,11,3,5,3,79,1,3,0,85.2,63.6,4,9,10,1,0,Freiburg,0,52.3,15,4,4,7,79.9,0,8,1,70.6,36.4,0,10,9,1,0,6 - 0,1 - 0,2 - 2,3 - 2,2 - 2,1 - 1,2 - 4,1 - 1,1 - 1,0 - 4,1 - 1,3 - 2,Y Sommer,T Jantschke,A Christensen,J Vestergaard,O Wendt,A Hahn,C Kramer,M Dahoud,T Hazard,L Stindl,Raffael ,A Schwolow,L Kübler,M Gulde,C Söyüncü,C Günter,J Haberer,M Frantz,A Abrashi,V Grifo,F Niederlechner,N Petersen
533,2016-17,B Dortmund,1,55.6,11,4,5,2,68,6,5,5,72.4,51,1,15,17,1,0,RB Leipzig,0,44.4,3,1,2,0,64.7,0,2,4,63,49,2,17,15,3,0,3 - 0,2 - 0,2 - 0,3 - 0,1 - 3,1 - 0,2 - 1,0 - 1,0 - 5,2 - 1,2 - 0,2 - 0,R Bürki,L Piszczek,S Papastathopoulos,M Bartra,J Weigl,E Durm,O Dembélé,R Guerreiro,M Schmelzer,P Aubameyang,M Reus,P Gulácsi,B Fernandes da Silva Junior,W Orban,M Compper,M Halstenberg,S Ilsanker,R Khedira,D Kaiser,N Keita,Y Poulsen,D Selke
534,2016-17,Hamburg,1,39,11,3,5,3,55.9,2,4,5,64.3,60,0,13,22,0,0,Leverkusen,0,61,5,0,4,1,70.3,0,3,1,73.5,40,2,23,13,3,0,2 - 2,3 - 1,3 - 0,1 - 0,4 - 3,2 - 1,4 - 2,0 - 1,3 - 1,6 - 2,1 - 0,1 - 1,R Adler,D Diekmeier,K Papadopoulos,M Mavraj,M Ostrzolek,A Ekdal,G Jung,N Müller,L Holtby,F Kostic,B Wood,B Leno,B Henrichs,J Tah,Ö Toprak,B Wendell,K Bellarabi,C Aránguiz,J Baumgartlinger,K Kampl,A Mehmedi,K Volland
535,2016-17,Freiburg,2,38.4,11,4,3,4,68.4,0,6,2,68.8,50.7,1,11,18,0,0,Hertha,1,61.6,11,2,4,5,79.4,0,4,3,73.7,49.3,2,18,11,2,0,2 - 4,1 - 1,1 - 1,0 - 4,1 - 1,3 - 2,1 - 1,1 - 2,0 - 2,3 - 4,1 - 3,4 - 1,A Schwolow,L Kübler,M Torrejón,C Söyüncü,C Günter,M Philipp,N Höfler,M Frantz,V Grifo,J Haberer,F Niederlechner,R Jarstein,P Pekarík,N Stark,J Brooks,M Plattenhardt,F Lustenberger,P Skjelbred,V Stocker,V Darida,S Kalou,V Ibisevic
536,2016-17,Mainz,1,38.5,9,1,4,4,61.3,1,2,3,77.8,56.7,3,13,13,2,0,B Dortmund,1,61.5,13,4,4,5,73.2,1,4,3,76.5,43.3,0,13,13,1,0,1 - 3,2 - 3,0 - 1,0 - 4,1 - 4,1 - 3,3 - 0,2 - 0,2 - 0,3 - 0,1 - 3,1 - 0,J Lössl,G Donati,S Bell,N Bungert,D Brosinski,J Gbamin,D Latza,L Öztunali,F Frei,Jairo ,Y Muto,R Bürki,L Piszczek,S Papastathopoulos,M Ginter,M Schmelzer,G Castro,J Weigl,R Guerreiro,A Schürrle,P Aubameyang,M Reus
537,2016-17,Ingolstadt,3,45.7,15,7,4,4,49.3,0,1,1,75,47.9,2,13,18,0,0,Hamburg,1,54.3,11,3,6,2,62.2,0,6,0,81,52.1,4,18,12,2,0,1 - 1,1 - 0,1 - 1,2 - 1,0 - 2,0 - 1,2 - 2,3 - 1,3 - 0,1 - 0,4 - 3,2 - 1,M Hansen,M Matip,R de Oliveira Bernardo,R Brégerie,F Hadergjonaj,A Morales,A Cohen,M Suttner,M Leckie,P Groß,D Lezcano,C Mathenia,G Sakai,K Papadopoulos,M Mavraj,d Douglas,M Ostrzolek,L Holtby,L Waldschmidt,M Gregoritsch,F Kostic,B Wood
538,2016-17,RB Leipzig,2,59.6,14,5,5,4,80.3,1,7,6,70.4,54.5,1,17,16,3,0,Hoffenheim,1,40.4,5,2,3,0,65.8,1,4,1,70.4,45.5,3,16,17,3,1,2 - 1,0 - 1,0 - 5,2 - 1,2 - 0,2 - 0,1 - 3,4 - 1,1 - 1,2 - 0,0 - 1,1 - 2,P Gulácsi,B Fernandes da Silva Junior,W Orban,M Compper,M Halstenberg,S Ilsanker,D Demme,N Keita,M Sabitzer,Y Poulsen,T Werner,O Baumann,N Süle,K Vogt,B Hübner,S Rudy,P Kaderábek,N Amiri,K Demirbay,S Zuber,A Kramaric,S Wagner
539,2016-17,Darmstadt,1,43,10,4,5,1,67.7,1,3,4,56.3,40.9,2,24,20,2,0,Cologne,6,57,14,7,5,2,77.4,5,4,1,77.3,59.1,3,20,22,4,0,4 - 3,1 - 1,2 - 2,3 - 2,0 - 0,2 - 3,1 - 2,1 - 1,1 - 1,1 - 3,0 - 1,2 - 3,M Esser,S Sirigu,G Milosevic,A Sulu,F Holland,P Niemeyer,J Gondorf,S Sam,J Rosenthal,M Heller,T Boyd,T Kessler,P Olkowski,F Sörensen,D Heintz,K Rausch,C Clemens,M Höger,J Hector,L Bittencourt,A Modeste,Y Osako
540,2016-17,W Bremen,1,36.9,11,4,6,1,70.5,1,2,3,66.7,37.1,2,17,16,4,0,Bay Munich,2,63.1,13,4,3,6,83.6,0,7,2,76.5,62.9,3,16,17,1,0,1 - 1,1 - 1,1 - 1,1 - 0,3 - 1,1 - 4,6 - 2,2 - 1,2 - 1,5 - 0,4 - 0,4 - 1,F Wiedwald,M Veljkovic,L Sané,N Moisander,T Delaney,R Bauer,S Gnabry,Z Junuzovic,S García,M Kruse,C Pizarro,M Neuer,P Lahm,Javi Martínez ,M Hummels,D Alaba,J Kimmich,X Alonso,A Robben,T Müller,F Ribéry,R Lewandowski
541,2016-17,Wolfsburg,1,62.1,11,5,3,3,80.6,1,5,0,72.7,59.3,3,13,17,2,0,FC Augsburg,2,37.9,11,5,4,2,73.4,2,6,1,83.3,40.7,4,17,12,2,0,1 - 1,2 - 1,1 - 1,0 - 0,1 - 2,1 - 1,3 - 1,1 - 3,0 - 2,0 - 0,2 - 0,3 - 1,D Benaglio,P Seguin,J Bruma,R Rodríguez,Y Gerhardt,J Guilavogui,Luiz Gustavo ,Vieirinha ,Y Malli,P Ntep,M Gomez,M Hitz,D Framberger,J Gouweleeuw,M Hinteregger,P Max,J Morávek,T Usami,H Altintop,J Koo,D Ji,R Bobadilla
542,2016-17,Leverkusen,2,59.2,12,3,7,2,80.6,2,9,0,73.1,52.9,4,12,8,0,0,M'gladbach,3,40.8,12,7,3,2,73,4,5,1,74.1,47.1,2,8,11,0,0,4 - 2,0 - 1,3 - 1,6 - 2,1 - 0,1 - 1,6 - 0,1 - 0,2 - 2,3 - 2,2 - 2,1 - 1,B Leno,B Henrichs,J Tah,Ö Toprak,B Wendell,K Bellarabi,K Kampl,C Aránguiz,H Calhanoglu,J Hernández,J Brandt,Y Sommer,T Jantschke,A Christensen,J Vestergaard,O Wendt,J Hofmann,C Kramer,M Dahoud,T Hazard,L Stindl,Raffael 
543,2016-17,Schalke,0,51.8,12,2,7,3,63.2,0,3,7,80,45.5,0,18,17,2,0,Frankfurt,1,48.2,8,1,5,2,62,0,2,1,75,54.5,2,17,18,1,0,4 - 1,1 - 1,0 - 3,1 - 1,0 - 4,1 - 3,1 - 1,0 - 5,1 - 1,2 - 1,3 - 1,1 - 1,R Fährmann,B Höwedes,Naldo ,M Nastasic,J Geis,A Schöpf,L Goretzka,N Bentaleb,S Kolasinac,M Choupo-Moting,G Burgstaller,H Lindner,D Abraham,M Hasebe,J Vallejo,T Chandler,M Gacinovic,O Mascarell,B Oczipka,A Barkok,B Hrgota,A Meier
544,2016-17,Leverkusen,3,54.9,16,9,4,3,80,1,7,1,66.7,50,2,14,13,0,0,Hertha,1,45.1,7,3,4,0,74.9,1,3,4,53.8,50,5,15,13,2,0,4 - 2,0 - 1,3 - 1,6 - 2,1 - 0,1 - 1,1 - 1,1 - 2,0 - 2,3 - 4,1 - 3,4 - 1,B Leno,B Henrichs,Ö Toprak,A Dragovic,B Wendell,K Bellarabi,J Baumgartlinger,K Kampl,H Calhanoglu,J Hernández,J Brandt,R Jarstein,P Pekarík,N Stark,J Brooks,M Plattenhardt,P Skjelbred,F Lustenberger,A Esswein,V Darida,V Stocker,V Ibisevic
545,2016-17,Mainz,0,43.8,12,5,5,2,73.1,0,5,0,75,35.6,3,12,10,1,0,Cologne,0,56.2,9,3,5,1,79,0,5,3,55,64.4,5,10,11,1,0,1 - 3,2 - 3,0 - 1,0 - 4,1 - 4,1 - 3,1 - 2,1 - 1,1 - 1,1 - 3,0 - 1,2 - 3,J Lössl,D Brosinski,S Bell,N Bungert,G Bussmann,L Öztunali,D Latza,F Frei,Jairo ,P De Blasis,Y Muto,T Kessler,F Sörensen,D Maroh,D Heintz,P Olkowski,M Höger,J Hector,K Rausch,C Clemens,A Modeste,Y Osako
546,2016-17,FC Augsburg,0,47.5,10,2,4,4,79.9,0,4,1,82.8,58.8,1,18,12,3,0,Hoffenheim,2,52.5,13,3,3,7,81.6,2,4,1,82.6,41.2,2,14,16,4,0,3 - 1,1 - 3,0 - 2,0 - 0,2 - 0,3 - 1,1 - 3,4 - 1,1 - 1,2 - 0,0 - 1,1 - 2,M Hitz,P Verhaegh,J Gouweleeuw,M Hinteregger,K Stafylidis,D Baier,J Schmid,J Koo,J Morávek,P Max,D Ji,O Baumann,N Süle,K Vogt,B Hübner,S Rudy,S Zuber,K Demirbay,N Amiri,P Ochs,M Uth,S Wagner
547,2016-17,Darmstadt,0,33.9,8,2,2,4,60.6,1,4,1,59.1,50,3,12,15,1,0,M'gladbach,0,66.1,14,4,7,3,79.8,1,6,2,76.9,50,2,16,11,1,0,4 - 3,1 - 1,2 - 2,3 - 2,0 - 0,2 - 3,6 - 0,1 - 0,2 - 2,3 - 2,2 - 2,1 - 1,M Esser,S Sirigu,G Milosevic,A Sulu,F Holland,J Gondorf,M Vrancic,M Heller,J Rosenthal,L Guwara,A Colak,Y Sommer,T Jantschke,A Christensen,J Vestergaard,O Wendt,J Hofmann,C Kramer,M Dahoud,T Hazard,Raffael ,L Stindl
548,2016-17,Schalke,1,51.5,15,5,5,5,66.7,2,7,6,53.8,54.2,3,11,16,1,0,Ingolstadt,0,48.5,14,3,7,4,59.1,0,3,1,75,45.8,3,16,11,0,0,4 - 1,1 - 1,0 - 3,1 - 1,0 - 4,1 - 3,1 - 1,1 - 0,1 - 1,2 - 1,0 - 2,0 - 1,R Fährmann,B Höwedes,Naldo ,M Nastasic,J Geis,A Schöpf,L Goretzka,D Aogo,S Kolasinac,M Choupo-Moting,M Meyer,M Hansen,M Matip,R de Oliveira Bernardo,R Brégerie,F Hadergjonaj,A Morales,A Cohen,M Suttner,M Leckie,P Groß,D Lezcano
549,2016-17,W Bremen,1,41.8,9,5,3,1,64.3,0,3,5,84.2,46.2,6,16,12,3,1,B Dortmund,2,58.2,22,8,5,9,74.3,1,5,4,90,53.8,4,12,16,1,0,1 - 1,1 - 1,1 - 1,1 - 0,3 - 1,1 - 4,3 - 0,2 - 0,2 - 0,3 - 0,1 - 3,1 - 0,J Drobny,R Bauer,L Sané,N Moisander,C Fritz,F Bartels,S Gnabry,T Delaney,S García,M Kruse,C Pizarro,R Weidenfeller,L Piszczek,S Papastathopoulos,M Ginter,M Schmelzer,J Weigl,C Pulisic,G Castro,S Kagawa,A Schürrle,M Reus
550,2016-17,Wolfsburg,1,73.3,11,3,5,3,83.3,1,5,0,72.2,52.2,1,15,22,2,0,Hamburg,0,26.7,11,1,3,7,60.5,0,3,0,60,47.8,2,23,15,1,1,1 - 1,2 - 1,1 - 1,0 - 0,1 - 2,1 - 1,2 - 2,3 - 1,3 - 0,1 - 0,4 - 3,2 - 1,D Benaglio,P Seguin,J Bruma,R Rodríguez,Y Gerhardt,J Guilavogui,Luiz Gustavo ,D Caligiuri,Y Malli,P Ntep,M Gomez,C Mathenia,G Sakai,K Papadopoulos,M Mavraj,d Douglas,A Ekdal,M Ostrzolek,N Müller,L Holtby,F Kostic,B Wood
551,2016-17,RB Leipzig,3,71.1,17,7,8,2,81.5,3,3,5,72.7,71.4,3,8,14,1,0,Frankfurt,0,28.9,4,3,1,0,49.6,1,3,0,71.4,28.6,5,15,8,2,1,2 - 1,0 - 1,0 - 5,2 - 1,2 - 0,2 - 0,1 - 1,0 - 5,1 - 1,2 - 1,3 - 1,1 - 1,P Gulácsi,B Fernandes da Silva Junior,W Orban,M Compper,M Halstenberg,S Ilsanker,D Demme,M Sabitzer,N Keita,Y Poulsen,T Werner,L Hrádecky,D Abraham,M Hector,J Vallejo,T Chandler,O Mascarell,M Hasebe,B Oczipka,A Rebic,M Gacinovic,B Hrgota
552,2016-17,Freiburg,1,25.1,11,3,3,5,60.9,1,1,1,60.9,38.5,3,8,7,2,0,Bay Munich,2,74.9,13,5,6,2,86.5,0,11,3,88,61.5,2,7,7,2,0,2 - 4,1 - 1,1 - 1,0 - 4,1 - 1,3 - 2,6 - 2,2 - 1,2 - 1,5 - 0,4 - 0,4 - 1,A Schwolow,P Stenzel,M Torrejón,M Gulde,C Günter,M Philipp,M Frantz,N Höfler,V Grifo,J Haberer,F Niederlechner,M Neuer,P Lahm,Javi Martínez ,M Hummels,D Alaba,X Alonso,A Vidal,A Robben,T Müller,D Costa,R Lewandowski
553,2016-17,Bay Munich,3,75.6,24,11,8,5,88.8,7,9,4,66.7,53.3,2,13,12,1,0,RB Leipzig,0,24.4,4,2,1,1,65.6,0,4,1,80,46.7,8,13,12,1,1,6 - 2,2 - 1,2 - 1,5 - 0,4 - 0,4 - 1,2 - 1,0 - 1,0 - 5,2 - 1,2 - 0,2 - 0,M Neuer,P Lahm,Javi Martínez ,M Hummels,D Alaba,A Vidal,X Alonso,A Robben,Thiago ,D Costa,R Lewandowski,P Gulácsi,B Fernandes da Silva Junior,S Ilsanker,W Orban,M Halstenberg,N Keita,D Demme,M Sabitzer,E Forsberg,T Werner,Y Poulsen
554,2016-17,Cologne,1,45.4,11,2,2,7,72.5,0,4,1,52.4,57.5,5,7,14,0,0,Leverkusen,1,54.6,18,6,4,8,80.3,2,5,1,58.3,42.5,1,16,6,0,0,1 - 2,1 - 1,1 - 1,1 - 3,0 - 1,2 - 3,4 - 2,0 - 1,3 - 1,6 - 2,1 - 0,1 - 1,T Kessler,F Sörensen,M Mavraj,D Heintz,P Olkowski,S Özcan,J Hector,K Rausch,Y Osako,A Modeste,A Rudnevs,B Leno,B Henrichs,A Dragovic,Ö Toprak,B Wendell,H Calhanoglu,V Yurchenko,K Kampl,K Havertz,A Mehmedi,J Brandt
555,2016-17,Ingolstadt,1,53.6,17,6,8,3,68.1,0,6,2,66.7,55.7,3,17,12,4,0,Freiburg,2,46.4,11,5,3,3,61.6,1,3,2,60,44.3,5,12,16,2,0,1 - 1,1 - 0,1 - 1,2 - 1,0 - 2,0 - 1,2 - 4,1 - 1,1 - 1,0 - 4,1 - 1,3 - 2,M Hansen,M Matip,R de Oliveira Bernardo,M Tisserand,F Hadergjonaj,A Morales,A Cohen,M Suttner,M Leckie,P Groß,L Hinterseer,A Schwolow,P Stenzel,M Gulde,C Söyüncü,C Günter,M Philipp,N Höfler,M Frantz,V Grifo,J Haberer,F Niederlechner
556,2016-17,Hertha,2,66.1,16,5,6,5,82.6,3,6,0,61.5,46.7,0,13,14,1,0,Darmstadt,0,33.9,5,0,3,2,65.2,2,4,3,66.7,53.3,3,15,13,3,0,1 - 1,1 - 2,0 - 2,3 - 4,1 - 3,4 - 1,4 - 3,1 - 1,2 - 2,3 - 2,0 - 0,2 - 3,R Jarstein,P Pekarík,J Hegeler,N Stark,M Plattenhardt,F Lustenberger,P Skjelbred,V Stocker,V Darida,S Kalou,V Ibisevic,M Esser,A Fedetskiy,P Niemeyer,A Sulu,F Holland,J Gondorf,M Vrancic,S Sirigu,J Rosenthal,M Heller,S Schipplock
557,2016-17,Hoffenheim,1,60.8,12,3,6,3,86.6,3,5,1,61.5,50,2,11,18,2,0,W Bremen,1,39.2,10,3,5,2,79.8,0,9,1,80,50,2,19,11,2,0,1 - 3,4 - 1,1 - 1,2 - 0,0 - 1,1 - 2,1 - 1,1 - 1,1 - 1,1 - 0,3 - 1,1 - 4,O Baumann,N Süle,K Vogt,B Hübner,E Polanski,P Kaderábek,K Demirbay,N Amiri,J Toljan,M Uth,S Wagner,J Drobny,M Veljkovic,L Sané,N Moisander,R Bauer,P Bargfrede,Z Junuzovic,S García,M Kruse,S Gnabry,C Pizarro
558,2016-17,B Dortmund,1,74.3,23,8,10,5,87.1,2,6,1,50,52,2,10,19,1,0,FC Augsburg,1,25.7,8,3,2,3,66.9,1,2,3,78.3,48,7,19,10,2,0,3 - 0,2 - 0,2 - 0,3 - 0,1 - 3,1 - 0,3 - 1,1 - 3,0 - 2,0 - 0,2 - 0,3 - 1,R Weidenfeller,M Ginter,M Bartra,M Merino,C Pulisic,J Weigl,M Götze,M Schmelzer,O Dembélé,P Aubameyang,S Kagawa,M Hitz,P Verhaegh,J Gouweleeuw,M Hinteregger,K Stafylidis,D Baier,J Schmid,D Kohr,J Morávek,G Teigl,D Ji
559,2016-17,Frankfurt,3,56.8,9,4,4,1,75.2,3,6,1,69.6,45.3,6,14,8,3,0,Mainz,0,43.2,11,6,4,1,68.8,1,6,5,55.6,54.7,1,9,13,0,1,1 - 1,0 - 5,1 - 1,2 - 1,3 - 1,1 - 1,1 - 3,2 - 3,0 - 1,0 - 4,1 - 4,1 - 3,L Hrádecky,T Chandler,D Abraham,J Vallejo,B Oczipka,O Mascarell,M Hasebe,M Fabián,M Gacinovic,A Rebic,B Hrgota,J Lössl,G Donati,S Bell,A Hack,D Brosinski,J Gbamin,D Latza,K Onisiwo,Y Malli,P De Blasis,J Córdoba
560,2016-17,Hamburg,2,44.6,11,7,2,2,65.6,2,4,3,66.7,53.5,2,13,9,2,0,Schalke,1,55.4,6,3,3,0,69.7,0,5,6,66.7,46.5,5,11,13,4,0,2 - 2,3 - 1,3 - 0,1 - 0,4 - 3,2 - 1,4 - 1,1 - 1,0 - 3,1 - 1,0 - 4,1 - 3,C Mathenia,G Sakai,J Djourou,G Jung,d Douglas,A Ekdal,M Ostrzolek,L Waldschmidt,N Müller,F Kostic,M Gregoritsch,R Fährmann,T Kehrer,B Höwedes,S Kolasinac,J Geis,A Schöpf,L Goretzka,N Bentaleb,B Rahman,M Meyer,Y Konoplyanka
561,2016-17,M'gladbach,1,60.8,20,4,10,6,82.9,0,5,0,80,55.6,5,18,17,1,0,Wolfsburg,2,39.2,18,7,5,6,79.2,3,6,0,68.2,44.4,3,18,18,2,0,6 - 0,1 - 0,2 - 2,3 - 2,2 - 2,1 - 1,1 - 1,2 - 1,1 - 1,0 - 0,1 - 2,1 - 1,Y Sommer,N Elvedi,A Christensen,J Vestergaard,J Korb,T Strobl,M Dahoud,O Wendt,L Stindl,T Hazard,Raffael ,D Benaglio,J Bruma,Luiz Gustavo ,J Horn,J Guilavogui,D Caligiuri,P Seguin,M Arnold,Y Gerhardt,J Draxler,M Gomez
562,2016-17,Darmstadt,0,20.7,10,2,6,2,61.1,0,3,2,67.9,42.9,1,18,10,1,0,Bay Munich,1,79.3,13,2,9,2,89.6,1,1,1,100,57.1,2,11,16,2,0,4 - 3,1 - 1,2 - 2,3 - 2,0 - 0,2 - 3,6 - 2,2 - 1,2 - 1,5 - 0,4 - 0,4 - 1,M Esser,A Fedetskiy,P Niemeyer,A Sulu,F Holland,J Gondorf,M Vrancic,S Sirigu,J Rosenthal,M Heller,S Schipplock,M Neuer,Rafinha ,Javi Martínez ,M Hummels,D Alaba,A Vidal,X Alonso,Thiago ,T Müller,R Lewandowski,D Costa
563,2016-17,Leverkusen,1,60,5,3,2,0,70,1,1,6,57.9,49.2,5,17,15,1,1,Ingolstadt,2,40,17,7,6,4,61.6,5,4,4,68.4,50.8,2,16,16,2,0,4 - 2,0 - 1,3 - 1,6 - 2,1 - 0,1 - 1,1 - 1,1 - 0,1 - 1,2 - 1,0 - 2,0 - 1,B Leno,T Jedvaj,J Tah,A Dragovic,D da Costa,J Baumgartlinger,C Aránguiz,H Calhanoglu,A Mehmedi,K Kampl,J Hernández,M Hansen,M Matip,R de Oliveira Bernardo,M Tisserand,F Hadergjonaj,A Morales,A Cohen,M Suttner,P Groß,A Jung,D Lezcano
564,2016-17,FC Augsburg,1,40.8,8,1,6,1,79.5,0,3,0,85.7,45.2,3,16,12,0,0,M'gladbach,0,59.2,8,3,3,2,85.6,1,0,1,73.3,54.8,0,12,16,0,0,3 - 1,1 - 3,0 - 2,0 - 0,2 - 0,3 - 1,6 - 0,1 - 0,2 - 2,3 - 2,2 - 2,1 - 1,M Hitz,P Verhaegh,J Gouweleeuw,M Hinteregger,P Max,J Morávek,D Baier,J Schmid,J Koo,T Usami,D Ji,Y Sommer,N Elvedi,A Christensen,J Vestergaard,O Wendt,T Strobl,C Kramer,A Hahn,M Dahoud,T Hazard,Raffael 
565,2016-17,Mainz,3,56.3,19,8,6,5,73.6,0,6,5,72.4,41,2,12,14,2,0,Hamburg,1,43.7,10,3,6,1,62.2,0,6,1,75.8,59,5,15,11,3,0,1 - 3,2 - 3,0 - 1,0 - 4,1 - 4,1 - 3,2 - 2,3 - 1,3 - 0,1 - 0,4 - 3,2 - 1,J Lössl,G Donati,S Bell,A Hack,D Brosinski,A Ramalho,D Latza,K Onisiwo,Y Malli,P De Blasis,J Córdoba,C Mathenia,D Diekmeier,G Jung,E Spahic,d Douglas,G Sakai,M Ostrzolek,N Müller,M Gregoritsch,F Kostic,B Wood
566,2016-17,RB Leipzig,2,64,16,8,6,2,81.1,2,9,2,73.7,58.6,0,10,14,1,0,Hertha,0,36,3,0,2,1,60.8,0,1,0,68.8,41.4,5,14,10,3,0,2 - 1,0 - 1,0 - 5,2 - 1,2 - 0,2 - 0,1 - 1,1 - 2,0 - 2,3 - 4,1 - 3,4 - 1,P Gulácsi,B Fernandes da Silva Junior,S Ilsanker,W Orban,M Halstenberg,D Demme,N Keita,M Sabitzer,E Forsberg,Y Poulsen,T Werner,R Jarstein,M Weiser,J Hegeler,F Lustenberger,M Plattenhardt,G Haraguchi,N Stark,A Rodrigues de Souza,S Kalou,J Schieber,V Ibisevic
567,2016-17,Schalke,1,65.3,17,2,12,3,81.5,1,9,4,69.2,46.9,1,12,9,1,0,Freiburg,1,34.7,6,2,4,0,62.5,2,1,0,76,53.1,1,9,11,0,0,4 - 1,1 - 1,0 - 3,1 - 1,0 - 4,1 - 3,2 - 4,1 - 1,1 - 1,0 - 4,1 - 1,3 - 2,R Fährmann,B Höwedes,J Geis,T Kehrer,A Schöpf,L Goretzka,N Bentaleb,S Kolasinac,M Meyer,F Reese,Y Konoplyanka,A Schwolow,L Kübler,M Gulde,C Söyüncü,C Günter,P Stenzel,J Schuster,M Frantz,V Grifo,J Haberer,F Niederlechner
568,2016-17,W Bremen,1,53.3,10,5,3,2,75.5,0,4,2,72.2,44.1,4,17,17,1,0,Cologne,1,46.7,14,5,4,5,70.6,2,5,3,75,55.9,3,17,16,4,0,1 - 1,1 - 1,1 - 1,1 - 0,3 - 1,1 - 4,1 - 2,1 - 1,1 - 1,1 - 3,0 - 1,2 - 3,J Drobny,R Bauer,L Sané,N Moisander,S García,F Bartels,C Fritz,P Bargfrede,S Gnabry,C Pizarro,M Kruse,T Kessler,F Sörensen,M Mavraj,D Heintz,P Olkowski,M Höger,J Hector,K Rausch,Y Osako,A Modeste,A Rudnevs
569,2016-17,Wolfsburg,1,38.4,15,3,9,3,73.5,2,4,4,68.4,57.8,1,18,17,3,0,Frankfurt,0,61.6,8,1,4,3,80.8,1,2,3,76.9,42.2,2,18,17,4,0,1 - 1,2 - 1,1 - 1,0 - 0,1 - 2,1 - 1,1 - 1,0 - 5,1 - 1,2 - 1,3 - 1,1 - 1,D Benaglio,J Bruma,Luiz Gustavo ,R Rodríguez,J Guilavogui,D Caligiuri,P Seguin,M Arnold,Y Gerhardt,J Draxler,M Gomez,L Hrádecky,D Abraham,M Hector,J Vallejo,M Hasebe,O Mascarell,S Huszti,B Oczipka,M Fabián,B Hrgota,A Rebic
