,year,date,venue,attendance,home_team,home_goals,home_Possession %,home_Total Shots,home_On Target,home_Off Target,home_Blocked,home_Passing %,home_Clear-Cut Chances,home_Corners,home_Offsides,home_Tackles %,home_Aerial Duels %,home_Saves,home_Fouls Committed,home_Fouls Won,home_Yellow Cards,home_Red Cards,away_team,away_goals,away_Possession %,away_Total Shots,away_On Target,away_Off Target,away_Blocked,away_Passing %,away_Clear-Cut Chances,away_Corners,away_Offsides,away_Tackles %,away_Aerial Duels %,away_Saves,away_Fouls Committed,away_Fouls Won,away_Yellow Cards,away_Red Cards,home_form_1,home_form_2,home_form_3,home_form_4,home_form_5,home_form_6,away_form_1,away_form_2,away_form_3,away_form_4,away_form_5,away_form_6,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11
353,2013-14,"3:00pm, Saturday 18th January 2014.",Carrow Road,"26,655.",Norwich,1,56.2,14,4,10,0,76.5,0,10,1,0,0,0,8,16,1,0,Hull City,0,43.8,7,0,7,0,70.2,0,8,1,0,0,0,16,8,2,1,0 - 0,3 - 1,1 - 1,2 - 1,1 - 0,2 - 1,1 - 2,3 - 1,1 - 2,1 - 0,3 - 0,1 - 4,J Ruddy,R Martin,R Bennett,S Bassong,M Olsson,R Snodgrass,L Fer,B Johnson,J Gutiérrez,R van Wolfswinkel,G Hooper,A McGregor,J Chester,A Bruce,C Davies,A Elmohamady,J Livermore,T Huddlestone,R Koren,L Rosenior,Y Sagbo,N Jelavic
354,2013-14,"3:00pm, Saturday 18th January 2014.",Upton Park,"33,343.",West Ham,1,48.3,9,3,6,0,69.3,0,4,4,0,0,0,9,6,0,0,Newcastle,3,51.7,17,8,9,0,79.4,0,3,3,0,0,0,6,7,0,0,1 - 2,1 - 1,3 - 3,3 - 0,1 - 4,4 - 0,2 - 1,1 - 1,1 - 4,3 - 1,1 - 1,1 - 1,Adrián ,M Taylor,R Johnson,J Collins,R Rat,J Collison,M Noble,S Downing,M Diamé,M Jarvis,C Cole,T Krul,M Yanga-Mbiwa,M Williamson,S Taylor,D Santon,C Tiote,V Anita,M Sissoko,Y Cabaye,Y Gouffran,L Remy
355,2013-14,"5:30pm, Saturday 18th January 2014.",Anfield,"44,737.",Liverpool,2,55.8,13,6,7,0,82,0,2,3,0,0,0,14,18,1,0,A Villa,2,44.2,9,3,6,0,66,0,3,1,0,0,0,18,12,4,0,5 - 0,2 - 1,2 - 0,2 - 1,1 - 0,2 - 2,3 - 4,0 - 3,1 - 0,7 - 2,0 - 1,3 - 0,S Mignolet,G Johnson,M Skrtel,K Touré,A Cissokho,R Sterling,S Gerrard,J Henderson,P Coutinho,D Sturridge,L Suárez,B Guzan,L Bacuna,R Vlaar,C Clark,R Bertrand,K El Ahmadi,A Westwood,F Delph,A Weimann,C Benteke,G Agbonlahor
356,2013-14,"8:00pm, Monday 13th January 2014.",Villa Park,"36,097.",A Villa,1,36,9,5,4,0,75.5,0,3,4,0,0,0,12,9,2,0,Arsenal,2,64,6,4,2,0,87.3,0,5,5,0,0,0,9,12,2,0,3 - 4,0 - 3,1 - 0,7 - 2,0 - 1,3 - 0,1 - 0,3 - 0,0 - 1,2 - 1,0 - 1,2 - 1,B Guzan,M Lowton,A Luna,C Clark,N Baker,R Vlaar,K El Ahmadi,A Westwood,C Benteke,G Agbonlahor,F Delph,W Szczesny,B Sagna,P Mertesacker,L Koscielny,N Monreal,J Wilshere,M Flamini,S Gnabry,M Özil,S Cazorla,O Giroud
357,2013-14,"2:05pm, Sunday 12th January 2014.","St James' Park, Newcastle","49,423.",Newcastle,0,54.4,11,5,6,0,80.2,0,5,3,0,0,0,18,14,4,0,Man City,2,45.6,12,6,6,0,73.7,0,6,4,0,0,0,15,17,2,0,2 - 1,1 - 1,1 - 4,3 - 1,1 - 1,1 - 1,3 - 0,1 - 0,3 - 0,1 - 1,3 - 1,1 - 0,T Krul,M Yanga-Mbiwa,M Williamson,S Taylor,D Santon,V Anita,C Tiote,M Sissoko,Y Cabaye,Y Gouffran,L Remy,J Hart,P Zabaleta,A Kolarov,Y Touré,V Kompany,M Demichelis,S Nasri,Fernandinho ,E Dzeko,Á Negredo,D Silva
358,2013-14,"4:10pm, Sunday 12th January 2014.",Bet365 Stadium,"27,160.",Stoke,3,50.9,9,4,5,0,78.9,0,11,1,0,0,0,10,8,1,0,Liverpool,5,49.1,13,9,4,0,78.8,0,2,0,0,0,0,8,10,1,0,2 - 3,1 - 0,0 - 2,3 - 2,2 - 2,2 - 0,5 - 0,2 - 1,2 - 0,2 - 1,1 - 0,2 - 2,J Butland,G Cameron,R Shawcross,M Wilson,E Pieters,G Whelan,S N'Zonzi,J Walters,C Adam,M Arnautovic,P Crouch,S Mignolet,G Johnson,M Skrtel,K Touré,A Cissokho,J Henderson,S Gerrard,L Leiva,R Sterling,L Suárez,P Coutinho
359,2013-14,"12:45pm, Saturday 11th January 2014.",KCOM Stadium,"24,924.",Hull City,0,44.3,7,2,5,0,75.5,0,1,2,0,0,0,12,5,2,0,Chelsea,2,55.7,9,5,4,0,81,0,7,0,0,0,0,7,11,1,0,1 - 2,3 - 1,1 - 2,1 - 0,3 - 0,1 - 4,3 - 0,3 - 0,4 - 0,0 - 0,0 - 0,3 - 3,A McGregor,A Elmohamady,M Figueroa,C Davies,A Bruce,J Chester,D Meyler,J Livermore,Y Sagbo,G Boyd,T Huddlestone,P Cech,C Azpilicueta,G Cahill,J Terry,A Cole,D Luiz,Ramires ,Willian ,Oscar ,E Hazard,F Torres
360,2013-14,"3:00pm, Saturday 11th January 2014.",Cardiff City Stadium,"27,750.",Cardiff,0,63,15,7,8,0,84.7,0,8,1,0,0,0,7,15,1,0,West Ham,2,37,10,3,7,0,69.4,0,7,1,0,0,0,16,7,3,1,3 - 0,2 - 3,1 - 1,1 - 1,1 - 1,1 - 0,1 - 2,1 - 1,3 - 3,3 - 0,1 - 4,4 - 0,D Marshall,K Théophile-Catherine,S Caulker,M Hudson,D John,G Medel,P Whittingham,C Noone,B Kim,P Odemwingie,F Campbell,Adrián ,G Demel,R Johnson,J Tomkins,R Rat,M Noble,M Taylor,S Downing,J Collison,M Jarvis,C Cole
361,2013-14,"3:00pm, Saturday 11th January 2014.",Goodison Park,"36,827.",Everton,2,62.4,15,5,10,0,85.1,0,10,2,0,0,0,7,14,1,0,Norwich,0,37.6,8,2,6,0,76,0,5,2,0,0,0,14,7,2,0,1 - 2,0 - 2,2 - 2,4 - 2,4 - 1,2 - 1,0 - 0,3 - 1,1 - 1,2 - 1,1 - 0,2 - 1,T Howard,S Coleman,J Stones,P Jagielka,L Baines,J McCarthy,G Barry,K Mirallas,L Osman,S Pienaar,R Lukaku,J Ruddy,S Whittaker,R Bennett,S Bassong,M Olsson,R Snodgrass,L Fer,B Johnson,J Garrido,R van Wolfswinkel,G Hooper
362,2013-14,"3:00pm, Saturday 11th January 2014.",Craven Cottage,"25,564.",Fulham,1,58.9,15,5,10,0,85.5,0,10,3,0,0,0,15,12,3,0,S'land,4,41.1,9,6,3,0,76.3,0,6,0,0,0,0,12,15,3,0,2 - 0,1 - 2,1 - 1,0 - 1,0 - 3,0 - 3,2 - 1,2 - 0,2 - 2,1 - 3,1 - 0,2 - 0,D Stockdale,S Riether,P Senderos,F Amorebieta,J Riise,S Parker,S Sidwell,D Duff,A Taarabt,C Dempsey,D Berbatov,V Mannone,P Bardsley,J O'Shea,W Brown,M Alonso,S Ki,L Cattermole,J Colback,A Johnson,S Fletcher,F Borini
363,2013-14,"3:00pm, Saturday 11th January 2014.",White Hart Lane,"36,102.",Tottenham,2,68.4,7,4,3,0,87.9,0,5,1,0,0,0,12,12,1,0,C Palace,0,31.6,10,2,8,0,75.1,0,11,1,0,0,0,12,11,2,0,3 - 1,2 - 1,0 - 1,1 - 0,3 - 0,3 - 3,0 - 2,2 - 1,1 - 1,0 - 4,1 - 2,3 - 1,H Lloris,K Walker,M Dawson,V Chiriches,D Rose,A Lennon,N Bentaleb,M Dembélé,C Eriksen,E Adebayor,R Soldado,J Speroni,A Mariappa,D Gabbidon,D Delaney,J Parr,J Puncheon,J Ward,M Jedinak,Y Bolasie,C Jerome,M Chamakh
364,2013-14,"5:30pm, Saturday 11th January 2014.",Old Trafford,"75,035.",Man Utd,2,38.6,15,5,10,0,83.5,0,3,1,0,0,0,9,10,0,0,Swansea ,0,61.4,9,2,7,0,86.7,0,5,0,0,0,0,10,9,2,0,1 - 2,0 - 1,5 - 0,0 - 0,2 - 1,4 - 1,1 - 1,2 - 0,2 - 0,1 - 1,1 - 1,1 - 2,D De Gea,Rafael ,C Smalling,N Vidic,P Evra,D Fletcher,M Carrick,A Valencia,A Januzaj,S Kagawa,D Welbeck,G Tremmel,A Rangel,J Amat,A Williams,B Davies,L Britton,J Cañas,A Pozuelo,J Shelvey,W Routledge,W Bony
365,2013-14,"12:45pm, Wednesday 1st January 2014.",The Liberty Stadium,"20,498.",Swansea ,2,52.2,12,4,8,0,88.1,0,8,3,0,0,0,5,9,2,0,Man City,3,47.8,10,4,6,0,81.5,0,6,3,0,0,0,10,5,5,0,1 - 1,2 - 0,2 - 0,1 - 1,1 - 1,1 - 2,3 - 0,1 - 0,3 - 0,1 - 1,3 - 1,1 - 0,G Tremmel,A Rangel,Chico ,A Williams,B Davies,J de Guzmán,J Cañas,P Hernández,J Shelvey,W Routledge,W Bony,J Hart,P Zabaleta,V Kompany,M Nastasic,A Kolarov,J Navas,Y Touré,Fernandinho ,S Nasri,E Dzeko,Á Negredo
366,2013-14,"3:00pm, Wednesday 1st January 2014.",Emirates Stadium,"60,004.",Arsenal,2,68.1,20,6,14,0,88.3,0,12,3,0,0,0,6,11,1,0,Cardiff,0,31.9,5,2,3,0,75.7,0,2,3,0,0,0,11,6,2,0,1 - 0,3 - 0,0 - 1,2 - 1,0 - 1,2 - 1,3 - 0,2 - 3,1 - 1,1 - 1,1 - 1,1 - 0,W Szczesny,B Sagna,P Mertesacker,L Koscielny,N Monreal,M Arteta,M Flamini,T Walcott,J Wilshere,S Cazorla,L Podolski,D Marshall,K McNaughton,S Caulker,B Turner,D John,C Noone,G Medel,J Mutch,B Kim,P Whittingham,F Campbell
367,2013-14,"3:00pm, Wednesday 1st January 2014.",Selhurst Park,"25,189.",C Palace,1,45.1,13,4,7,2,66,1,9,0,95.2,42.4,4,12,10,3,0,Norwich,1,54.9,8,5,2,1,74.2,0,4,1,53.8,57.6,2,10,12,1,1,0 - 2,2 - 1,1 - 1,0 - 4,1 - 2,3 - 1,0 - 0,3 - 1,1 - 1,2 - 1,1 - 0,2 - 1,J Speroni,A Mariappa,D Gabbidon,D Delaney,J Ward,J Puncheon,K Dikgacoi,M Jedinak,Y Bolasie,C Jerome,M Chamakh,J Ruddy,S Whittaker,M Turner,S Bassong,M Olsson,R Snodgrass,L Fer,B Johnson,N Redmond,W Hoolahan,G Hooper
368,2013-14,"3:00pm, Wednesday 1st January 2014.",Craven Cottage,"25,335.",Fulham,2,67.7,20,11,9,0,87.4,0,12,4,0,0,0,6,5,2,0,West Ham,1,32.3,8,3,5,0,64.8,0,4,4,0,0,0,5,6,2,1,2 - 0,1 - 2,1 - 1,0 - 1,0 - 3,0 - 3,1 - 2,1 - 1,3 - 3,3 - 0,1 - 4,4 - 0,D Stockdale,S Riether,P Senderos,F Amorebieta,J Riise,S Parker,S Sidwell,D Duff,A Taarabt,K Richardson,D Berbatov,J Jaaskelainen,G Demel,J O'Brien,A Diarra,G McCartney,M Diamé,M Noble,J Collison,K Nolan,M Taylor,M Maiga
369,2013-14,"3:00pm, Wednesday 1st January 2014.",Anfield,"44,627.",Liverpool,2,58.2,17,6,9,2,84.6,3,3,1,71.4,74.3,0,15,14,1,0,Hull City,0,41.8,10,0,4,6,70.1,0,4,2,72.2,25.7,4,15,15,2,0,5 - 0,2 - 1,2 - 0,2 - 1,1 - 0,2 - 2,1 - 2,3 - 1,1 - 2,1 - 0,3 - 0,1 - 4,S Mignolet,G Johnson,M Skrtel,D Agger,A Cissokho,L Leiva,J Henderson,I Aspas,P Coutinho,R Sterling,L Suárez,A McGregor,A Elmohamady,M Figueroa,C Davies,A Bruce,J Chester,D Meyler,J Livermore,Y Sagbo,R Koren,T Huddlestone
370,2013-14,"3:00pm, Wednesday 1st January 2014.",St. Mary's Stadium,"31,271.",So'ton,0,54.4,7,2,5,0,80.8,0,6,1,0,0,0,13,9,4,0,Chelsea,3,45.6,8,5,3,0,72.7,0,8,7,0,0,0,10,13,1,0,4 - 3,2 - 0,3 - 3,2 - 0,1 - 0,2 - 5,3 - 0,3 - 0,4 - 0,0 - 0,0 - 0,3 - 3,K Davis,C Chambers,J Fonte,D Lovren,L Shaw,J Cork,M Schneiderlin,A Lallana,S Davis,G Ramirez,J Rodriguez,P Cech,C Azpilicueta,G Cahill,J Terry,A Cole,Ramires ,J Obi,J Mata,E Hazard,A Schürrle,F Torres
371,2013-14,"3:00pm, Wednesday 1st January 2014.",Stadium of Light,"39,757.",S'land,0,64.8,9,1,8,0,87,0,10,4,0,0,0,8,10,4,0,A Villa,1,35.2,10,5,5,0,75.1,0,2,1,0,0,0,11,6,3,0,2 - 1,2 - 0,2 - 2,1 - 3,1 - 0,2 - 0,3 - 4,0 - 3,1 - 0,7 - 2,0 - 1,3 - 0,V Mannone,O Celustka,M Diakite,V Roberge,P Bardsley,S Ki,L Cattermole,J Colback,D Ji,S Fletcher,E Giaccherini,B Guzan,M Lowton,R Vlaar,N Baker,A Luna,L Bacuna,A Westwood,F Delph,A Weimann,C Benteke,G Agbonlahor
372,2013-14,"3:00pm, Wednesday 1st January 2014.",The Hawthorns,"26,430.",W Brom,1,46.2,12,4,8,0,81.4,0,3,4,0,0,0,7,14,0,0,Newcastle,0,53.8,6,3,3,0,82.5,0,4,2,0,0,0,15,7,0,1,0 - 2,1 - 1,0 - 0,0 - 2,3 - 3,2 - 2,2 - 1,1 - 1,1 - 4,3 - 1,1 - 1,1 - 1,B Foster,B Jones,G McAuley,J Olsson,L Ridgewell,Y Mulumbu,C Yacob,M Amalfitano,S Sessegnon,C Brunt,N Anelka,T Krul,M Debuchy,M Williamson,F Coloccini,D Santon,Y Cabaye,C Tiote,Y Gouffran,M Sissoko,L Remy,S Ameobi
373,2013-14,"1:30pm, Sunday 29th December 2013.",Goodison Park,"39,092.",Everton,2,44.1,8,4,4,0,74.5,0,2,3,0,0,0,9,14,2,0,So'ton,1,55.9,6,2,4,0,79.3,0,3,3,0,0,0,14,9,4,0,1 - 2,0 - 2,2 - 2,4 - 2,4 - 1,2 - 1,4 - 3,2 - 0,3 - 3,2 - 0,1 - 0,2 - 5,Joel ,S Coleman,A Alcaraz,S Distin,L Baines,J McCarthy,L Osman,S Naismith,R Barkley,B Oviedo,R Lukaku,K Davis,C Chambers,J Fonte,D Lovren,L Shaw,J Ward-Prowse,J Cork,J Rodriguez,S Davis,A Lallana,R Lambert
374,2013-14,"1:30pm, Sunday 29th December 2013.","St James' Park, Newcastle","52,161.",Newcastle,0,47.3,9,3,6,0,78.4,0,4,1,0,0,0,10,8,0,0,Arsenal,1,52.7,10,5,5,0,83.1,0,1,1,0,0,0,8,10,3,0,2 - 1,1 - 1,1 - 4,3 - 1,1 - 1,1 - 1,4 - 1,1 - 0,3 - 0,0 - 1,2 - 1,0 - 1,T Krul,M Debuchy,M Williamson,F Coloccini,D Santon,V Anita,C Tiote,M Sissoko,Y Cabaye,Y Gouffran,L Remy,W Szczesny,B Sagna,P Mertesacker,L Koscielny,K Gibbs,M Flamini,J Wilshere,T Walcott,T Rosicky,S Cazorla,O Giroud
375,2013-14,"4:00pm, Sunday 29th December 2013.",Stamford Bridge,"41,614.",Chelsea,2,52.1,10,5,5,0,76.8,0,4,1,0,0,0,17,17,4,0,Liverpool,1,47.9,5,4,1,0,77.1,0,2,1,0,0,0,17,16,1,0,3 - 0,3 - 0,4 - 0,0 - 0,0 - 0,3 - 3,5 - 0,2 - 1,2 - 0,2 - 1,1 - 0,2 - 2,P Cech,B Ivanovic,G Cahill,J Terry,C Azpilicueta,D Luiz,F Lampard,E Hazard,Oscar ,Willian ,S Eto'o,S Mignolet,G Johnson,M Skrtel,M Sakho,D Agger,J Allen,L Leiva,J Henderson,R Sterling,L Suárez,P Coutinho
376,2013-14,"4:00pm, Sunday 29th December 2013.",White Hart Lane,"36,072.",Tottenham,3,67.5,16,7,9,0,84.1,0,6,0,0,0,0,6,13,2,0,Stoke,0,32.5,2,1,1,0,69.9,0,1,4,0,0,0,14,6,2,0,3 - 1,2 - 1,0 - 1,1 - 0,3 - 0,3 - 3,2 - 3,1 - 0,0 - 2,3 - 2,2 - 2,2 - 0,H Lloris,K Naughton,M Dawson,V Chiriches,Z Fryers,A Lennon,Paulinho ,M Dembélé,C Eriksen,E Adebayor,R Soldado,T Sorensen,A Wilkinson,R Shawcross,G Cameron,E Pieters,J Walters,W Palacios,S N'Zonzi,O Assaidi,S Ireland,P Crouch
377,2013-14,"12:45pm, Saturday 28th December 2013.",Upton Park,"34,946.",West Ham,3,46.5,15,6,9,0,72.5,0,6,4,0,0,0,10,13,3,0,W Brom,3,53.5,12,7,5,0,79.7,0,5,3,0,0,0,13,10,2,0,1 - 2,1 - 1,3 - 3,3 - 0,1 - 4,4 - 0,0 - 2,1 - 1,0 - 0,0 - 2,3 - 3,2 - 2,J Jaaskelainen,J O'Brien,J Tomkins,G McCartney,R Rat,M Noble,M Diamé,J Cole,K Nolan,M Jarvis,C Cole,B Foster,G McAuley,J Olsson,D Lugano,B Jones,J Morrison,Y Mulumbu,C Brunt,L Ridgewell,S Berahino,N Anelka
378,2013-14,"3:00pm, Saturday 28th December 2013.",Villa Park,"37,028.",A Villa,1,27,6,3,3,0,57.5,0,2,1,0,0,0,13,8,3,0,Swansea ,1,73,8,3,5,0,85.8,0,8,2,0,0,0,9,13,2,0,3 - 4,0 - 3,1 - 0,7 - 2,0 - 1,3 - 0,1 - 1,2 - 0,2 - 0,1 - 1,1 - 1,1 - 2,B Guzan,M Lowton,C Clark,N Baker,A Luna,L Bacuna,A Westwood,F Delph,A Tonev,A Weimann,G Agbonlahor,G Tremmel,D Tiendalli,Chico ,A Williams,B Davies,J de Guzmán,J Cañas,P Hernández,J Shelvey,R Lamah,W Bony
379,2013-14,"3:00pm, Saturday 28th December 2013.",KCOM Stadium,"23,925.",Hull City,6,52.9,18,13,5,0,77.7,0,6,0,0,0,0,11,7,0,0,Fulham,0,47.1,4,2,2,0,77.2,0,1,0,0,0,0,9,11,0,0,1 - 2,3 - 1,1 - 2,1 - 0,3 - 0,1 - 4,2 - 0,1 - 2,1 - 1,0 - 1,0 - 3,0 - 3,A McGregor,L Rosenior,J Chester,C Davies,M Figueroa,A Elmohamady,J Livermore,R Koren,T Huddlestone,G Boyd,Y Sagbo,D Stockdale,E Zverotic,A Hughes,F Amorebieta,J Riise,G Karagounis,S Sidwell,B Ruiz,P Kasami,A Dejagah,H Rodallega
380,2013-14,"3:00pm, Saturday 28th December 2013.",Etihad Stadium,"47,107.",Man City,1,76.3,12,4,8,0,90.2,0,12,0,0,0,0,12,7,1,0,C Palace,0,23.7,9,4,5,0,68.2,0,5,0,0,0,0,7,10,1,0,3 - 0,1 - 0,3 - 0,1 - 1,3 - 1,1 - 0,0 - 2,2 - 1,1 - 1,0 - 4,1 - 2,3 - 1,J Hart,D Boyata,V Kompany,M Nastasic,G Clichy,J García,Fernandinho ,J Navas,D Silva,J Milner,E Dzeko,J Speroni,A Mariappa,D Gabbidon,D Delaney,J Parr,J Puncheon,J Ward,B Bannan,M Jedinak,Y Bolasie,C Jerome
381,2013-14,"3:00pm, Saturday 28th December 2013.",Carrow Road,"26,851.",Norwich,0,45.1,10,4,6,0,77.2,0,8,0,0,0,0,11,9,4,0,Man Utd,1,54.9,6,3,3,0,85,0,3,2,0,0,0,10,11,3,0,0 - 0,3 - 1,1 - 1,2 - 1,1 - 0,2 - 1,1 - 2,0 - 1,5 - 0,0 - 0,2 - 1,4 - 1,J Ruddy,R Martin,R Bennett,S Bassong,M Olsson,R Snodgrass,L Fer,B Johnson,N Redmond,W Hoolahan,G Hooper,D De Gea,C Smalling,N Vidic,J Evans,P Evra,M Carrick,T Cleverley,A Young,R Giggs,S Kagawa,J Hernández
382,2013-14,"5:30pm, Saturday 28th December 2013.",Cardiff City Stadium,"27,247.",Cardiff,2,44.1,14,7,7,0,75.2,0,7,0,0,0,0,14,10,4,0,S'land,2,55.9,15,9,6,0,81.3,0,6,2,0,0,0,10,13,2,0,3 - 0,2 - 3,1 - 1,1 - 1,1 - 1,1 - 0,2 - 1,2 - 0,2 - 2,1 - 3,1 - 0,2 - 0,D Marshall,K Théophile-Catherine,S Caulker,B Turner,D John,C Noone,J Mutch,B Kim,G Medel,P Whittingham,F Campbell,V Mannone,P Bardsley,M Diakite,V Roberge,A Dossena,L Cattermole,E Giaccherini,S Larsson,S Ki,F Borini,J Altidore
383,2013-14,"3:00pm, Sunday 11th May 2014.",Anfield,"44,724.",Liverpool,2,66.2,13,5,3,5,89.9,3,6,3,80,56.5,2,8,15,1,0,Newcastle,1,33.8,8,2,3,3,78.4,1,2,2,94.7,43.5,3,16,8,3,2,5 - 0,2 - 1,2 - 0,2 - 1,1 - 0,2 - 2,2 - 1,1 - 1,1 - 4,3 - 1,1 - 1,1 - 1,S Mignolet,G Johnson,M Skrtel,D Agger,J Flanagan,S Gerrard,J Henderson,J Allen,R Sterling,D Sturridge,L Suárez,T Krul,M Debuchy,S Taylor,M Williamson,F Coloccini,M Haidara,M Sissoko,V Anita,C Tiote,Y Gouffran,S Ameobi
384,2013-14,"3:00pm, Sunday 11th May 2014.",Stadium of Light,"45,580.",S'land,1,53.2,20,4,12,4,85.5,0,6,0,73.3,57.9,1,14,15,2,0,Swansea ,3,46.8,7,4,1,2,84.5,2,3,0,76.2,42.1,3,15,14,3,0,2 - 1,2 - 0,2 - 2,1 - 3,1 - 0,2 - 0,1 - 1,2 - 0,2 - 0,1 - 1,1 - 1,1 - 2,V Mannone,S Vergini,J O'Shea,W Brown,P Bardsley,L Bridcutt,A Johnson,S Larsson,J Colback,F Borini,C Wickham,G Tremmel,D Tiendalli,J Amat,K Bartley,N Taylor,J Shelvey,J Fulton,N Dyer,M Emnes,W Routledge,W Bony
385,2013-14,"3:00pm, Sunday 11th May 2014.",The Hawthorns,"26,613.",W Brom,1,43.1,17,5,7,5,82.7,0,11,1,83.3,50,3,4,7,0,0,Stoke,2,56.9,14,4,7,3,83,1,6,3,83.3,50,3,7,3,0,0,0 - 2,1 - 1,0 - 0,0 - 2,3 - 3,2 - 2,2 - 3,1 - 0,0 - 2,3 - 2,2 - 2,2 - 0,B Foster,C Dawson,G McAuley,J Olsson,C Brunt,Y Mulumbu,G Dorrans,M Amalfitano,J Morrison,S Sessegnon,S Berahino,T Sorensen,G Cameron,R Shawcross,M Wilson,M Muniesa,S N'Zonzi,G Whelan,P Odemwingie,S Ireland,M Arnautovic,J Walters
386,2013-14,"7:45pm, Wednesday 7th May 2014.",Etihad Stadium,"47,023.",Man City,4,73.3,14,9,5,0,90.8,0,7,3,0,0,0,8,9,1,0,A Villa,0,26.7,2,0,2,0,71.2,0,2,0,0,0,0,9,7,2,0,3 - 0,1 - 0,3 - 0,1 - 1,3 - 1,1 - 0,3 - 4,0 - 3,1 - 0,7 - 2,0 - 1,3 - 0,J Hart,P Zabaleta,V Kompany,M Demichelis,A Kolarov,J García,Y Touré,J Milner,D Silva,S Nasri,E Dzeko,B Guzan,M Lowton,R Vlaar,N Baker,C Clark,R Bertrand,K El Ahmadi,A Westwood,F Delph,A Weimann,J Bowery
387,2013-14,"7:45pm, Tuesday 6th May 2014.",Old Trafford,"75,341.",Man Utd,3,55.3,11,7,4,0,91.5,0,8,0,0,0,0,13,8,1,0,Hull City,1,44.7,2,2,0,0,87.9,0,0,1,0,0,0,9,13,1,0,1 - 2,0 - 1,5 - 0,0 - 0,2 - 1,4 - 1,1 - 2,3 - 1,1 - 2,1 - 0,3 - 0,1 - 4,D De Gea,A Valencia,C Smalling,P Jones,A Büttner,M Carrick,S Kagawa,A Januzaj,M Fellaini,T Lawrence,J Wilson,E Jakupovic,A Bruce,C Davies,M Figueroa,A Elmohamady,D Meyler,G Boyd,S Quinn,L Rosenior,R Koren,S Long
388,2013-14,"8:00pm, Monday 5th May 2014.",Selhurst Park,"25,261.",C Palace,3,34.9,9,6,3,0,73.6,0,7,0,0,0,0,7,10,2,0,Liverpool,3,65.1,18,9,9,0,88,0,7,3,0,0,0,12,6,3,0,0 - 2,2 - 1,1 - 1,0 - 4,1 - 2,3 - 1,5 - 0,2 - 1,2 - 0,2 - 1,1 - 0,2 - 2,J Speroni,A Mariappa,S Dann,D Delaney,J Ward,J Puncheon,K Dikgacoi,M Jedinak,Y Bolasie,J Ledley,M Chamakh,S Mignolet,G Johnson,M Skrtel,M Sakho,J Flanagan,S Gerrard,L Leiva,J Allen,R Sterling,L Suárez,D Sturridge
389,2013-14,"3:07pm, Saturday 12th April 2014.",Stadium of Light,"38,445.",S'land,0,46.6,13,6,7,0,74.1,0,6,3,0,0,0,17,15,3,0,Everton,1,53.4,13,3,10,0,77.4,0,6,0,0,0,0,15,16,2,0,2 - 1,2 - 0,2 - 2,1 - 3,1 - 0,2 - 0,1 - 2,0 - 2,2 - 2,4 - 2,4 - 1,2 - 1,V Mannone,P Bardsley,J O'Shea,W Brown,M Alonso,L Cattermole,S Ki,A Johnson,J Colback,F Borini,C Wickham,T Howard,S Coleman,J Stones,S Distin,L Baines,J McCarthy,G Barry,G Deulofeu,S Naismith,L Osman,R Lukaku
390,2013-14,"3:07pm, Saturday 12th April 2014.",The Hawthorns,"25,398.",W Brom,3,32.4,6,5,1,0,59.9,0,2,3,0,0,0,11,7,4,0,Tottenham,3,67.6,15,8,7,0,80.4,0,2,3,0,0,0,8,11,2,0,0 - 2,1 - 1,0 - 0,0 - 2,3 - 3,2 - 2,3 - 1,2 - 1,0 - 1,1 - 0,3 - 0,3 - 3,B Foster,S Reid,G McAuley,J Olsson,L Ridgewell,M Amalfitano,Y Mulumbu,G Dorrans,C Brunt,S Sessegnon,M Vydra,H Lloris,K Naughton,V Chiriches,Y Kaboul,D Rose,A Lennon,Paulinho ,N Chadli,C Eriksen,E Adebayor,H Kane
391,2013-14,"3:00pm, Saturday 11th January 2014.",St. Mary's Stadium,"28,610.",So'ton,1,61.6,14,5,9,0,82.9,0,4,3,0,0,0,11,15,1,0,W Brom,0,38.4,4,2,2,0,73.9,0,4,8,0,0,0,17,11,2,0,4 - 3,2 - 0,3 - 3,2 - 0,1 - 0,2 - 5,0 - 2,1 - 1,0 - 0,0 - 2,3 - 3,2 - 2,A Boruc,N Clyne,J Fonte,D Lovren,L Shaw,J Cork,M Schneiderlin,S Davis,A Lallana,J Rodriguez,R Lambert,B Foster,S Reid,G McAuley,J Olsson,L Ridgewell,M Amalfitano,Y Mulumbu,J Morrison,C Brunt,N Anelka,S Long
