,home_Possession %,home_Total Shots,home_On Target,home_Off Target,home_Blocked,home_Passing %,home_Clear-Cut Chances,home_Corners,home_Offsides,home_Tackles %,home_Aerial Duels %,home_Saves,home_Fouls Committed,home_Fouls Won,home_Yellow Cards,home_Red Cards,away_Possession %,away_Total Shots,away_On Target,away_Off Target,away_Blocked,away_Passing %,away_Clear-Cut Chances,away_Corners,away_Offsides,away_Tackles %,away_Aerial Duels %,away_Saves,away_Fouls Committed,away_Fouls Won,away_Yellow Cards,away_Red Cards,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,home_Possession %_moving,home_Total Shots_moving,home_On Target_moving,home_Off Target_moving,home_Blocked_moving,home_Passing %_moving,home_Clear-Cut Chances_moving,home_Corners_moving,home_Offsides_moving,home_Tackles %_moving,home_Aerial Duels %_moving,home_Saves_moving,home_Fouls Committed_moving,home_Fouls Won_moving,home_Yellow Cards_moving,home_Red Cards_moving,home_goals_moving,home_goal_difference_moving,away_Possession %_moving,away_Total Shots_moving,away_On Target_moving,away_Off Target_moving,away_Blocked_moving,away_Passing %_moving,away_Clear-Cut Chances_moving,away_Corners_moving,away_Offsides_moving,away_Tackles %_moving,away_Aerial Duels %_moving,away_Saves_moving,away_Fouls Committed_moving,away_Fouls Won_moving,away_Yellow Cards_moving,away_Red Cards_moving,away_goals_moving,away_goal_difference_moving
806,46.696000000000005,10.16,4.48,5.440000000000001,0.24,77.48200000000003,0.0,6.800000000000001,1.52,4.800000000000001,2.944,0.32000000000000006,8.14,10.520000000000001,1.4800000000000002,0.020000000000000004,44.632275632120034,10.239733259238678,3.622006112809114,4.599666574048348,2.0180605723812173,73.37983328702418,0.7432620172270075,4.805723812170047,2.2890803000833566,47.87368157821618,34.51113642678522,2.350597388163379,10.3450958599611,10.481467074187275,1.7787163100861352,0.07763267574326202,72,69,74,74,71,73,76,69,76,75,73,80,73,76,78,74,69,75,76,81,82,79,39.839999999999996,12.4,5.4,5.4,1.6,66.54,0.8,6.4,1.6,32.3,28.7,1.8,9.8,11.0,1.6,0.0,1.0,-1.2,47.17999999999997,13.8,5.4,4.4,4.0,77.50000000000001,1.4,5.6,2.0,58.579999999999984,43.02000000000003,5.0,8.8,9.0,1.6,0.0,1.8,0.2
807,50.846000000000004,11.18,2.68,4.880000000000001,3.62,74.12000000000002,0.8600000000000001,5.140000000000001,1.46,69.27800000000002,51.328,2.7,9.88,9.600000000000001,1.46,0.0,47.97266666666667,11.48,3.8400000000000003,4.32,3.32,77.756,1.0933333333333333,4.693333333333333,1.7000000000000002,66.686,46.81466666666667,3.1866666666666665,9.0,10.433333333333334,1.0933333333333335,0.060000000000000005,75,70,77,78,75,76,68,79,74,71,76,75,75,71,79,75,69,79,76,75,78,78,45.92,13.4,4.0,5.8,3.6,77.50000000000003,1.4,5.8,1.4,55.17999999999999,49.8,4.6,11.6,9.4,1.8,0.0,0.8,-1.0,44.58,10.4,4.6,4.0,1.8,77.57999999999996,2.2,3.0,0.8,51.20000000000001,46.89999999999999,2.4,8.4,7.8,1.6,0.0,2.2,-0.6
808,46.152232645403394,13.729831144465292,4.478674171357098,5.859787367104442,3.3913696060037526,71.57522201375859,1.5811131957473423,6.180112570356473,2.054534083802377,72.42818011257037,46.727191994996886,2.8561601000625387,10.310819262038775,9.29255784865541,1.1621013133208256,0.08930581613508443,44.50025062656641,7.60451127819549,3.094235588972431,4.4531328320802,0.05714285714285714,74.54070175438596,0.02857142857142857,4.223558897243108,1.8345864661654137,1.4695238095238097,0.8057142857142857,0.0761904761904762,11.193984962406015,9.194486215538848,1.535338345864662,0.061152882205513785,84,81,78,82,76,78,80,76,75,69,82,80,69,58,73,75,75,75,79,75,76,75,58.860000000000035,14.8,5.4,5.6,3.8,83.75999999999996,2.8,4.8,1.8,59.97999999999996,48.519999999999996,3.0,10.6,10.0,1.4,0.2,1.4,0.8,50.71999999999998,9.6,3.6,3.2,2.8,83.62,1.2,3.4,0.2,32.4,33.94,2.6,10.8,9.4,1.6,0.0,0.4,-2.2
809,48.28328131252503,12.279791916766708,4.5948779511804725,5.552380952380952,2.132533013205282,74.77360544217686,0.8738695478191277,5.345978391356542,1.7060424169667867,46.63678271308523,29.757214885954387,1.5154061624649862,11.345498199279714,9.339575830332134,1.34749899959984,0.0718687474989996,50.83857738260629,10.718755209780495,4.126979716587941,4.399388719088636,2.1923867741039182,78.45898305084745,1.0312864684634622,5.3156432342317315,1.9752709085857183,53.68951375382051,32.33705473742707,2.3888858016115586,10.822784106696304,10.974659627674354,1.4358432898027231,0.08791330925257017,77,75,78,78,76,72,77,77,76,77,75,83,71,79,78,78,80,82,77,82,80,74,39.07999999999996,12.8,4.4,4.8,3.6,68.84,0.6,4.2,2.2,56.75999999999998,51.120000000000005,2.4,9.8,8.0,1.0,0.0,1.0,-0.2,53.25999999999997,14.2,5.0,5.0,4.2,76.98000000000002,1.8,5.6,1.2,64.83999999999999,46.09999999999995,1.6,13.0,9.4,0.8,0.0,0.8,0.0
810,53.04338267543859,12.877521929824564,4.78125,5.835855263157895,2.260416666666667,78.47565789473687,0.9156798245614036,5.870230263157895,2.0702850877192986,50.22911184210526,33.19473684210526,1.446326754385965,11.040899122807017,9.9875,1.4634320175438595,0.11387061403508772,58.7975194660734,14.00622914349277,5.674304783092325,5.564849833147942,2.767074527252503,81.12491657397108,1.1412680756395996,6.211234705228032,1.8719688542825361,50.37197997775306,34.293526140155734,1.838932146829811,10.443159065628475,9.919354838709678,1.7072302558398222,0.042157953281423806,71,71,75,80,61,78,76,79,77,75,77,88,69,84,87,80,80,76,88,84,82,89,48.50000000000003,13.2,5.0,5.4,2.8,71.93999999999997,2.2,6.0,1.0,60.64000000000001,52.56,1.6,10.6,8.6,1.0,0.0,1.8,0.2,52.86,12.4,4.8,4.6,3.0,80.45999999999992,1.4,4.4,2.0,67.72000000000004,53.01999999999998,2.6,10.0,9.6,2.4,0.4,1.2,0.4
811,62.92537371492083,16.767879966657407,6.2026118366212835,7.160433453737149,3.404834676298972,84.36956932481246,1.294581828285635,7.9625451514309535,1.9470964156710198,51.381806057238116,37.38333981661573,1.2405112531258684,10.419783273131427,8.769658238399556,1.5689358155043067,0.0233953876076688,45.33999999999999,10.266666666666666,3.3400000000000003,4.093333333333334,2.8333333333333335,72.58600000000001,0.7066666666666668,4.193333333333333,1.6666666666666667,70.95266666666667,49.669999999999995,3.3000000000000003,11.913333333333334,9.266666666666667,1.6733333333333336,0.06666666666666667,86,84,85,86,71,89,84,89,85,89,85,77,77,78,74,74,76,81,77,76,73,75,71.20000000000003,18.6,6.4,8.6,3.6,89.81999999999996,2.8,9.0,2.0,65.12,49.58,2.2,8.4,8.4,1.0,0.0,2.2,2.0,43.2,13.2,4.4,5.6,3.2,76.21999999999994,0.8,3.6,2.2,70.06000000000003,48.16,3.6,10.6,9.6,1.2,0.0,0.8,-1.2
812,47.66999999999999,12.366666666666667,4.0600000000000005,4.973333333333334,3.3333333333333335,73.134,0.9266666666666667,4.973333333333333,1.9666666666666668,70.84066666666668,51.29,3.0,11.953333333333335,10.266666666666667,2.1933333333333334,0.06666666666666667,43.22844277673546,11.163227016885555,3.792745465916198,4.561100687929957,2.8093808630394,69.27649781113196,1.5683552220137587,4.891181988742964,1.7059412132582863,71.08589118198876,45.57218261413384,3.156347717323327,11.096935584740464,9.438524077548468,1.502063789868668,0.1377110694183865,77,77,74,73,77,81,77,76,79,81,77,84,78,75,82,81,78,80,76,75,69,82,49.53999999999998,13.6,4.6,2.8,6.2,79.09999999999995,1.4,5.2,3.0,56.91999999999998,47.260000000000005,3.8,10.8,9.0,2.8,0.4,1.4,-0.4,46.58,11.2,5.0,3.4,2.8,75.74000000000002,1.8,4.8,2.4,47.55999999999999,54.94,1.8,9.6,9.2,1.2,0.2,1.8,0.4
813,47.15363408521304,10.365413533834587,4.166416040100251,5.970426065162908,0.22857142857142856,76.8101754385965,0.11428571428571428,5.841604010025064,2.6015037593984967,5.878095238095239,3.222857142857143,0.3047619047619048,10.512781954887219,9.620050125313284,1.562406015037594,0.08671679197994989,54.834674685620556,12.885948605795518,4.8215418261345,5.3559322033898304,2.7084745762711866,81.4723674138874,1.0040459267359214,5.837178786221979,2.2076544559868783,51.19489338436304,36.90387096774194,1.6699835975943138,9.891306724986332,11.465609622744669,1.5710224166211046,0.08419901585565884,80,69,58,73,75,75,75,75,79,75,76,83,86,81,82,76,89,84,79,84,81,91,50.7,9.6,2.2,5.0,2.4,80.84000000000006,0.8,4.6,2.2,53.67999999999999,54.08,4.0,7.8,8.8,1.4,0.0,0.8,-0.8,55.60000000000001,14.8,3.6,6.0,5.2,83.94000000000003,2.0,4.8,2.6,63.14,51.55999999999997,3.8,10.8,9.6,1.8,0.0,0.6,-0.6
814,52.3170213948319,12.41739372047791,4.6096137816060025,5.292470130591831,2.5153098082800778,79.16474576271187,0.9217560433453738,6.160878021672687,2.1044734648513477,50.7699194220617,32.26008335648792,1.8267296471242012,9.935204223395388,10.796943595443178,1.2687968880244513,0.046568491247568775,57.60243502824859,15.038135593220339,5.899491525423729,5.909265536723164,3.229378531073446,81.31650282485876,1.0331073446327683,6.002203389830509,1.9272881355932205,53.51549717514125,34.592661016949165,1.7959887005649717,10.275875706214691,9.993785310734463,1.518135593220339,0.04734463276836159,83,80,79,78,78,79,82,79,80,82,74,81,78,81,85,81,82,85,82,88,86,77,43.23999999999994,15.6,5.6,5.6,4.4,76.87999999999997,0.4,6.4,1.6,61.24000000000002,48.77999999999999,2.8,10.4,7.0,1.2,0.0,1.8,1.8,62.47999999999998,15.4,6.0,6.6,2.8,82.24000000000004,2.0,8.0,1.6,64.03999999999998,54.16000000000004,2.2,7.8,7.6,0.6,0.0,2.4,1.0
815,58.37394883203558,15.863626251390434,6.487541713014461,6.0981090100111235,3.27797552836485,80.30450500556175,1.371523915461624,6.893325917686319,2.213681868743048,52.53308120133482,36.05958843159066,1.5976640711902115,10.369410456062292,10.35483870967742,1.4095661846496108,0.023470522803114572,56.59897664071191,11.8650723025584,5.052280311457175,4.246829810901001,2.5659621802002226,81.16774193548389,1.156952169076752,5.173971078976641,2.193103448275862,48.28388209121246,36.16866518353727,2.293770856507231,9.50055617352614,10.29988876529477,1.4879866518353726,0.11268075639599556,88,85,84,87,82,80,76,80,88,89,84,84,82,82,82,80,67,81,84,82,76,84,66.36,20.4,5.4,7.6,7.4,85.14,1.6,5.4,2.0,64.42,59.56000000000002,3.2,7.6,9.8,0.8,0.0,1.8,1.2,57.30000000000003,12.0,3.0,4.0,5.0,81.17999999999996,1.4,5.2,2.4,58.42000000000004,47.2,3.8,8.4,10.8,1.8,0.2,1.0,-0.6
816,50.790666666666674,13.72,4.56,5.380000000000001,3.78,78.26400000000001,1.1733333333333333,5.473333333333334,1.4000000000000001,69.054,47.12866666666666,2.646666666666667,9.200000000000001,10.833333333333334,1.2733333333333334,0.04,60.17437621561546,14.495248680188942,5.386718532925814,6.167157543762157,2.9413726035009726,83.40878577382608,1.1105307029730482,6.884078910808558,1.8392331203111976,49.883156432342325,36.46386774103918,1.4535704362322868,10.916421228118924,9.29897193664907,1.953709363712142,0.04273409280355655,75,57,71,61,79,75,75,69,76,75,78,86,84,82,86,71,91,84,89,89,89,85,53.58000000000003,16.0,5.2,7.0,3.8,79.04000000000005,2.4,5.8,0.8,65.88000000000001,53.44000000000001,2.8,11.0,13.8,2.0,0.0,1.4,-0.4,69.12,19.4,7.0,4.8,7.6,88.59999999999997,1.2,7.4,1.4,54.76000000000001,48.65999999999998,0.8,8.6,7.8,0.8,0.0,2.0,1.6
817,42.944,12.760000000000002,4.040000000000001,5.700000000000001,3.0200000000000005,73.236,1.7000000000000002,4.6,3.06,60.44200000000001,51.824,3.4400000000000004,10.98,7.360000000000001,1.6400000000000001,0.10000000000000002,41.534,8.12,2.62,3.02,2.4800000000000004,67.70000000000002,0.74,2.5600000000000005,1.6400000000000001,67.44200000000002,50.782000000000004,3.3000000000000003,9.82,9.9,1.6400000000000001,0.0,78,77,76,77,72,72,76,77,75,76,78,75,70,78,76,75,76,76,68,74,72,76,49.54000000000002,10.2,1.6,5.6,3.0,76.6,0.6,5.0,2.6,54.779999999999994,57.519999999999996,1.8,9.6,9.0,1.0,0.2,0.4,-2.2,38.68,10.4,3.0,4.8,2.6,70.82000000000001,1.4,4.4,2.0,60.35999999999998,39.11999999999999,2.0,10.8,8.0,1.0,0.0,0.8,-2.4
818,44.07633928571428,11.150892857142857,3.6276785714285715,4.1883928571428575,3.334821428571429,67.99910714285714,1.0482142857142858,4.549107142857143,2.1026785714285716,67.68035714285713,49.809464285714284,3.2973214285714287,10.356250000000001,10.8875,1.5625000000000002,0.025,40.482000000000006,10.564,3.4200000000000004,4.564,2.58,71.49840000000003,0.8800000000000001,5.104,1.6600000000000001,58.86240000000001,43.63680000000001,2.536,12.440000000000001,10.784,1.9120000000000001,0.02,80,71,80,80,74,75,75,79,62,77,78,75,70,78,76,75,82,76,79,79,73,57,43.040000000000006,9.8,3.0,4.8,2.0,68.72000000000001,1.4,4.4,2.8,60.760000000000005,51.3,2.6,8.8,7.8,2.0,0.0,1.2,0.0,40.940000000000005,11.6,4.2,4.4,3.0,74.38000000000001,1.0,3.4,2.6,56.820000000000014,51.55999999999999,4.8,10.4,12.0,1.2,0.0,1.6,0.2
819,57.92695748819118,13.405168102250627,5.0222283967768835,5.349208113364824,3.0337315921089196,83.69079744373437,1.0033898305084747,5.837288135593221,2.627174215059739,48.87282022784107,34.82873020283412,1.4200055570991943,11.248013337038067,11.021339260905808,1.543039733259239,0.043178660739094196,52.468267543859646,11.352192982456142,4.125,5.185526315789474,2.041666666666667,76.66578947368421,0.767982456140351,5.323026315789473,2.2285087719298247,49.81118421052632,32.67368421052632,1.7326754385964913,11.689912280701755,9.95,1.643201754385965,0.08706140350877192,91,80,81,79,78,78,71,88,87,81,87,71,71,75,80,61,77,78,76,79,75,77,51.18000000000001,13.4,5.0,4.8,3.6,80.53999999999998,1.6,4.8,3.0,62.72000000000001,47.18000000000002,3.4,11.2,8.4,2.0,0.0,1.0,-0.4,44.18000000000002,11.6,3.2,4.8,3.6,71.30000000000003,1.0,7.0,1.8,60.720000000000006,38.87999999999995,2.0,12.2,6.4,1.8,0.0,1.0,-1.4
820,46.1375771047513,12.789441511530981,4.471075298694083,5.686801889413727,2.6315643234231727,72.36340094470688,0.837454848569047,5.4432342317310365,2.3427618782995276,50.5048958043901,35.82081689358155,1.927813281467074,10.160044456793555,10.858071686579606,1.6741872742428454,0.056293414837454855,45.89434973989595,10.3640656262505,3.869307723089236,4.6380952380952385,1.8566626650660265,74.7434013605442,0.556702681072429,4.424729891956782,1.5588635454181674,46.97978391356543,29.145186074429773,1.7759103641456584,11.218727490996399,9.011364545818328,1.410404161664666,0.16502601040416165,80,73,76,78,74,69,75,76,81,82,79,77,74,75,78,78,77,76,63,72,75,77,56.5,13.2,4.2,4.6,4.4,80.21999999999996,0.6,4.6,2.2,64.03999999999999,53.45999999999998,2.8,6.6,11.4,1.0,0.0,2.2,0.2,38.180000000000014,9.6,3.4,4.0,2.2,73.14000000000007,0.6,4.0,1.6,60.339999999999996,40.38,1.8,10.0,7.6,1.6,0.0,1.6,0.6
821,59.28038932146829,14.615461624026699,6.2953281423804235,5.452836484983314,2.8672969966629593,84.37096774193549,1.3174638487208008,6.833815350389322,2.048275862068966,48.17863181312571,34.80224694104561,2.0371523915461625,9.657397107897664,10.268520578420468,1.400222469410456,0.08865406006674083,47.97266666666667,11.48,3.8400000000000003,4.32,3.32,77.756,1.0933333333333333,4.693333333333333,1.7000000000000002,66.686,46.81466666666667,3.1866666666666665,9.0,10.433333333333334,1.0933333333333335,0.060000000000000005,84,82,82,80,69,78,67,80,86,84,87,75,57,71,79,75,74,73,76,75,78,70,62.660000000000046,12.8,4.8,4.2,3.8,82.45999999999995,1.4,8.4,2.6,62.42000000000003,45.34,3.8,11.2,12.8,2.8,0.0,2.0,0.6,49.04,11.2,5.4,4.2,1.6,77.43999999999996,3.0,2.8,0.4,50.88000000000002,45.29999999999999,2.4,8.8,9.4,1.6,0.0,2.6,0.6
