,home_team,home_Possession %,home_Total Shots,home_On Target,home_Off Target,home_Blocked,home_Passing %,home_Clear-Cut Chances,home_Corners,home_Offsides,home_Tackles %,home_Aerial Duels %,home_Saves,home_Fouls Committed,home_Fouls Won,home_Yellow Cards,home_Red Cards,away_team,away_Possession %,away_Total Shots,away_On Target,away_Off Target,away_Blocked,away_Passing %,away_Clear-Cut Chances,away_Corners,away_Offsides,away_Tackles %,away_Aerial Duels %,away_Saves,away_Fouls Committed,away_Fouls Won,away_Yellow Cards,away_Red Cards,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,home_Possession %_moving,home_Total Shots_moving,home_On Target_moving,home_Off Target_moving,home_Blocked_moving,home_Passing %_moving,home_Clear-Cut Chances_moving,home_Corners_moving,home_Offsides_moving,home_Tackles %_moving,home_Aerial Duels %_moving,home_Saves_moving,home_Fouls Committed_moving,home_Fouls Won_moving,home_Yellow Cards_moving,home_Red Cards_moving,home_goals_moving,home_goal_difference_moving,away_Possession %_moving,away_Total Shots_moving,away_On Target_moving,away_Off Target_moving,away_Blocked_moving,away_Passing %_moving,away_Clear-Cut Chances_moving,away_Corners_moving,away_Offsides_moving,away_Tackles %_moving,away_Aerial Duels %_moving,away_Saves_moving,away_Fouls Committed_moving,away_Fouls Won_moving,away_Yellow Cards_moving,away_Red Cards_moving,away_goals_moving,away_goal_difference_moving
112,4,53.95454545454545,17.563636363636366,6.272727272727273,7.50909090909091,3.781818181818182,75.47454545454545,2.1454545454545455,5.654545454545455,3.2181818181818183,74.58545454545455,50.807272727272725,1.2545454545454546,14.745454545454546,10.672727272727272,1.3272727272727274,0.0,15,49.72790000000001,12.275,4.416,5.019,2.84,73.21929999999999,1.242,4.671,2.371,77.72299999999997,50.16950000000001,3.5080000000000005,15.587,14.664000000000001,1.872,0.07900000000000001,80,81,82,86,76,77,69,78,82,81,82,71,70,74,70,66,63,73,70,68,71,73,64.03999999999998,17.4,6.8,5.6,5.0,85.72000000000003,2.2,8.2,3.0,77.07999999999997,48.959999999999994,1.8,9.2,11.8,0.4,0.0,1.8,1.6,49.46,10.4,3.2,4.0,3.2,63.960000000000015,0.6,4.8,1.6,72.38,53.08,1.4,19.2,17.2,3.0,0.2,0.6,-1.0
113,21,52.43212121212122,13.460606060606061,4.654545454545454,5.606060606060606,3.2,74.46969696969697,1.4363636363636365,4.175757575757576,3.0303030303030303,74.43151515151516,51.726060606060614,3.521212121212122,16.957575757575757,16.793939393939397,1.4303030303030302,0.15151515151515152,5,53.28181818181819,11.4,4.0181818181818185,4.381818181818182,3.0000000000000004,71.91272727272727,1.1454545454545455,4.254545454545455,3.0363636363636366,79.79272727272728,49.97272727272728,3.490909090909091,17.18181818181818,16.563636363636363,2.690909090909091,0.07272727272727274,75,77,74,77,69,72,79,72,71,79,77,66,68,69,65,69,68,68,60,68,65,66,38.76000000000003,12.0,4.0,4.6,3.4,75.24,1.2,2.0,0.8,73.9,54.65999999999999,4.2,13.6,9.2,1.6,0.2,1.6,-0.6,42.36000000000002,8.4,2.6,3.8,2.0,72.14000000000001,0.4,3.0,1.0,75.9,42.779999999999994,5.0,18.0,14.0,3.8,0.0,0.2,-2.2
114,7,50.27209999999999,13.925,5.049,5.796,3.0800000000000005,73.6567,1.413,5.109,2.479,77.78449999999998,49.832,3.112,15.248000000000001,14.961000000000002,1.743,0.10600000000000001,17,51.43636363636364,12.054545454545455,4.181818181818182,5.0,2.872727272727273,76.42545454545456,0.6545454545454545,4.963636363636364,2.6545454545454548,72.08000000000001,53.95272727272727,3.7272727272727275,16.145454545454548,14.345454545454546,1.7636363636363637,0.018181818181818184,69,72,73,71,74,72,70,68,73,71,69,81,76,80,75,75,79,74,70,78,78,82,35.26,10.0,4.4,4.6,1.0,53.38000000000002,1.4,3.2,3.0,80.32,51.08,2.8,16.0,16.0,2.8,0.0,1.4,-0.2,55.86,12.4,3.0,6.4,3.0,80.46000000000001,1.0,5.2,2.8,73.96,53.839999999999996,3.8,16.2,11.4,1.8,0.0,0.8,-0.8
115,2,42.82727272727273,13.987878787878788,5.745454545454546,5.327272727272728,2.915151515151515,65.76666666666668,1.496969696969697,4.981818181818182,2.0,76.1587878787879,50.2709090909091,2.8484848484848486,17.618181818181817,15.61818181818182,1.9636363636363638,0.03636363636363637,1,36.667272727272724,7.218181818181819,2.4363636363636365,3.2363636363636363,1.5454545454545456,68.10545454545455,0.8363636363636364,3.0000000000000004,2.781818181818182,77.58181818181818,49.056363636363635,3.7090909090909094,15.763636363636365,15.000000000000002,2.0727272727272728,0.16363636363636366,74,76,77,68,74,71,73,79,59,76,73,69,71,76,76,74,75,75,72,76,77,71,52.48,15.2,5.8,5.4,4.0,72.02,1.2,5.0,1.8,73.84,50.99999999999999,2.0,15.2,18.6,2.0,0.0,1.8,0.4,48.33999999999998,7.4,2.2,3.2,2.0,78.32000000000001,0.8,4.4,3.0,86.02000000000001,48.57999999999999,3.6,11.6,12.6,1.6,0.0,0.4,-1.8
116,18,45.650909090909096,12.13939393939394,3.745454545454546,6.060606060606061,2.3333333333333335,70.88181818181818,1.612121212121212,5.284848484848485,1.9272727272727275,76.36727272727273,46.27393939393941,2.921212121212122,15.290909090909091,15.830303030303032,1.581818181818182,0.2363636363636364,20,43.52212121212122,9.925757575757576,3.1439393939393945,4.412121212121212,2.36969696969697,67.20257575757576,0.7318181818181819,2.9484848484848483,1.8484848484848486,75.17121212121212,48.87378787878788,4.8954545454545455,18.022727272727273,12.483333333333334,2.4863636363636368,0.2515151515151515,76,71,74,72,79,75,71,76,78,77,72,79,75,76,74,73,72,76,74,72,74,76,44.36000000000001,16.2,6.8,6.4,3.0,73.70000000000006,2.8,9.4,2.2,74.86,50.940000000000026,4.6,14.2,13.0,1.8,0.0,1.8,0.2,43.10000000000001,8.4,3.0,3.4,2.0,67.41999999999999,1.6,4.0,1.0,71.1,45.29999999999999,4.2,16.6,12.6,1.2,0.4,1.0,-0.4
117,8,49.31999999999999,14.581818181818182,4.7272727272727275,5.672727272727274,4.181818181818182,73.62909090909092,1.1818181818181819,5.163636363636363,2.327272727272727,78.42181818181817,47.82181818181819,2.4545454545454546,13.618181818181817,15.036363636363637,1.2909090909090908,0.14545454545454548,0,56.08266666666667,11.34,4.34,4.466666666666667,2.533333333333333,82.18733333333336,1.9333333333333336,4.666666666666666,1.8066666666666669,79.496,50.03533333333334,4.0200000000000005,11.413333333333334,13.48,1.7866666666666668,0.020000000000000004,78,74,69,76,73,76,70,74,75,74,72,82,75,63,59,76,76,78,79,76,81,81,48.839999999999996,14.6,5.8,6.0,2.8,74.1,2.8,3.8,1.8,72.8,51.69999999999999,2.4,14.2,14.4,1.2,0.2,2.2,0.8,55.54000000000002,12.8,5.4,3.8,3.6,77.67999999999999,1.4,4.4,2.6,76.22,52.08,2.8,10.2,12.8,1.0,0.0,1.2,-0.8
118,5,51.481818181818184,13.145454545454546,5.163636363636364,4.981818181818182,3.0000000000000004,72.33272727272728,1.8545454545454547,4.472727272727273,3.1454545454545455,76.68909090909091,49.37272727272728,3.6,17.454545454545457,18.254545454545454,2.581818181818182,0.018181818181818184,11,54.870909090909095,12.927272727272728,5.109090909090909,5.436363636363637,2.381818181818182,78.6218181818182,2.3090909090909095,5.090909090909092,2.454545454545455,78.28545454545454,54.041818181818186,3.0000000000000004,13.745454545454546,14.036363636363637,1.3272727272727274,0.0,66,68,69,65,69,60,68,68,65,65,66,81,80,85,75,83,78,76,78,80,81,80,54.75999999999998,13.6,4.4,5.6,3.6,75.43999999999998,1.8,6.2,4.4,78.11999999999996,50.660000000000004,3.2,14.2,17.8,2.0,0.2,0.8,-0.2,59.58,14.6,6.2,5.2,3.2,84.86,1.4,4.8,2.4,76.84000000000002,57.34000000000001,2.4,14.2,12.0,2.4,0.0,1.4,-0.2
119,17,52.6909090909091,15.490909090909092,5.0,6.636363636363637,3.854545454545455,76.14727272727274,1.2545454545454546,5.127272727272727,2.163636363636364,76.27454545454545,51.82000000000001,4.0,14.945454545454545,14.018181818181818,1.6,0.07272727272727274,2,43.35909090909091,11.951515151515153,4.981818181818182,4.8090909090909095,2.1606060606060606,66.61666666666667,0.987878787878788,3.4272727272727277,2.0,80.03515151515153,50.18363636363637,3.643939393939394,17.972727272727273,15.222727272727274,1.8545454545454545,0.14545454545454548,81,76,80,75,75,79,74,70,78,78,82,74,76,77,68,74,71,73,74,59,76,73,47.56000000000002,14.4,4.4,6.4,3.6,78.28000000000002,1.0,4.2,2.4,77.64,55.86,4.4,15.6,12.6,2.6,0.0,2.2,1.0,43.20000000000001,12.2,4.2,6.0,2.0,67.13999999999999,0.6,5.0,2.6,68.00000000000003,50.260000000000005,5.0,12.4,14.0,2.4,0.0,1.2,-1.8
120,16,43.35272727272728,12.4,3.781818181818182,5.890909090909091,2.727272727272727,71.98909090909092,1.4,5.0,2.181818181818182,76.19090909090909,46.94909090909091,3.4000000000000004,12.781818181818183,13.690909090909091,1.581818181818182,0.14545454545454548,18,44.67863636363637,12.307575757575759,4.481818181818182,4.992424242424243,2.833333333333334,69.47727272727272,1.6984848484848485,5.13939393939394,1.7090909090909094,77.24409090909091,46.39575757575758,3.1848484848484855,14.663636363636364,15.821212121212124,1.8272727272727274,0.1954545454545455,79,75,75,71,77,75,75,75,73,75,78,76,71,74,72,79,75,71,78,76,77,72,42.47999999999999,13.4,6.0,6.2,1.2,75.78,2.0,4.2,2.6,72.25999999999998,54.58,2.4,15.0,13.2,1.4,0.2,0.8,-0.8,51.220000000000006,13.6,5.8,5.2,2.6,74.20000000000002,1.2,6.8,1.4,71.62,42.099999999999994,4.0,16.6,11.8,1.6,0.2,2.0,-0.4
121,15,50.27209999999999,13.925,5.049,5.796,3.0800000000000005,73.6567,1.413,5.109,2.479,77.78449999999998,49.832,3.112,15.248000000000001,14.961000000000002,1.743,0.10600000000000001,8,46.78909090909091,13.600000000000001,4.7272727272727275,5.236363636363637,3.6363636363636362,71.20727272727274,1.1818181818181819,4.290909090909091,2.763636363636364,75.46,49.52363636363637,3.818181818181818,13.836363636363636,15.41818181818182,1.0727272727272728,0.03636363636363637,71,70,74,70,66,75,73,70,68,70,73,78,74,69,76,73,76,70,74,75,74,73,46.0,16.2,4.6,6.6,5.0,62.88000000000002,1.6,4.6,0.6,77.03999999999999,49.74,2.0,14.0,20.6,1.8,0.0,2.2,1.2,41.51999999999998,9.2,2.6,4.6,2.0,70.4,0.6,2.6,2.4,76.08000000000001,47.68000000000001,3.6,14.4,10.0,1.6,0.0,1.2,-0.2
122,6,51.67454545454546,11.545454545454547,4.290909090909091,4.872727272727273,2.381818181818182,72.55454545454546,1.1818181818181819,6.527272727272728,3.054545454545455,83.01818181818183,55.61818181818182,2.8909090909090907,17.10909090909091,14.654545454545456,2.3090909090909095,0.18181818181818185,7,49.72790000000001,12.275,4.416,5.019,2.84,73.21929999999999,1.242,4.671,2.371,77.72299999999997,50.16950000000001,3.5080000000000005,15.587,14.664000000000001,1.872,0.07900000000000001,80,72,75,75,75,75,77,75,76,64,76,69,72,73,71,74,70,68,72,71,73,69,51.56,13.0,3.8,4.8,4.4,77.20000000000002,0.4,4.6,2.0,77.62,50.87999999999999,3.2,13.8,11.8,1.4,0.0,0.0,-2.2,29.419999999999998,10.2,3.4,5.0,1.8,56.700000000000024,1.6,2.2,1.6,66.78,52.64000000000001,5.0,17.0,16.2,2.4,0.0,1.2,0.0
123,1,38.778181818181814,8.145454545454546,2.9272727272727272,3.4,1.8181818181818183,68.77636363636364,0.890909090909091,3.2727272727272734,2.672727272727273,73.73636363636362,47.39818181818182,3.1090909090909093,16.145454545454548,14.72727272727273,2.0181818181818185,0.1090909090909091,21,54.67848484848485,13.592424242424244,4.368181818181818,6.174242424242424,3.0500000000000003,75.82878787878786,1.2454545454545456,5.203030303030303,2.8712121212121215,80.77606060606061,54.45424242424243,3.3348484848484854,16.580303030303032,15.175757575757578,1.7212121212121212,0.10606060606060608,69,71,76,76,74,75,75,72,76,77,71,75,77,74,77,69,72,79,72,79,71,77,46.05999999999999,10.6,4.4,3.8,2.4,76.42000000000003,1.0,3.2,2.6,78.39999999999998,52.94000000000001,3.0,14.8,16.0,2.0,0.0,1.4,1.0,54.13999999999997,12.4,4.2,5.4,2.8,77.50000000000006,0.8,4.6,3.0,78.06000000000002,48.439999999999976,3.8,16.2,12.8,2.4,0.0,1.4,-0.6
124,12,49.730909090909094,15.49090909090909,5.418181818181818,6.400000000000001,3.672727272727273,73.16000000000001,1.4181818181818182,5.072727272727273,2.618181818181818,82.04727272727271,50.88000000000001,3.4,16.454545454545453,18.672727272727272,2.0,0.018181818181818184,19,51.347272727272724,13.872727272727273,5.581818181818182,5.145454545454546,3.145454545454546,70.46363636363637,1.3454545454545455,6.054545454545455,3.2,79.50545454545455,51.2,2.709090909090909,17.8,14.345454545454546,2.4000000000000004,0.018181818181818184,78,73,78,78,75,77,74,80,71,75,78,84,75,73,81,77,83,77,79,79,80,80,51.52,13.0,3.8,5.6,3.6,79.57999999999998,1.4,5.6,1.4,70.11999999999998,40.980000000000004,3.4,10.4,13.6,1.4,0.0,1.4,0.2,54.24000000000001,15.0,5.6,5.0,4.4,73.05999999999999,1.6,8.0,3.0,80.06000000000003,48.84000000000002,4.8,16.2,13.6,2.0,0.2,2.0,0.6
125,0,54.05566666666667,13.86,6.11,4.866666666666667,2.8833333333333337,83.07433333333336,1.9833333333333334,4.916666666666667,1.7266666666666668,78.284,48.891333333333336,2.58,12.153333333333336,13.420000000000002,1.646666666666667,0.08000000000000002,4,54.827272727272735,15.70909090909091,5.454545454545455,6.581818181818182,3.672727272727273,74.00727272727272,1.4909090909090912,5.709090909090909,3.3272727272727276,74.89636363636365,48.94727272727273,2.0181818181818185,13.981818181818182,12.690909090909091,1.490909090909091,0.0,82,75,63,61,76,78,76,60,76,79,81,80,81,82,86,76,82,69,81,86,82,81,55.69999999999999,16.0,7.2,5.8,3.0,79.69999999999999,2.0,3.2,2.6,75.50000000000003,53.38000000000001,2.6,12.8,15.0,1.2,0.0,3.6,3.4,63.15999999999999,13.2,5.6,4.0,3.6,83.12000000000003,2.4,4.6,2.6,82.65999999999997,43.37999999999998,1.8,12.2,15.6,1.6,0.0,2.0,1.4
126,20,46.64303030303031,10.793939393939395,3.8484848484848486,5.1030303030303035,1.8424242424242427,68.51939393939394,0.7454545454545456,3.6121212121212123,2.2121212121212124,78.03030303030303,46.74969696969697,4.036363636363636,17.81818181818182,13.933333333333334,2.309090909090909,0.18787878787878787,22,70.50533333333334,15.453333333333335,6.006666666666667,5.8533333333333335,3.5933333333333337,87.082,1.6666666666666667,5.286666666666666,1.9866666666666668,76.87666666666668,51.69666666666667,2.06,14.193333333333333,15.953333333333337,1.4066666666666665,0.04000000000000001,79,75,76,74,73,72,76,74,72,74,76,90,87,80,85,81,87,84,83,69,86,87,53.18000000000001,13.8,6.2,5.6,2.0,70.9,1.2,4.4,2.8,77.77999999999997,46.299999999999976,3.2,14.6,9.8,3.6,0.0,1.6,0.2,67.65999999999997,14.0,4.6,6.2,3.2,86.48000000000003,1.2,6.2,2.4,78.25999999999999,50.460000000000015,3.2,11.0,13.2,0.8,0.2,1.2,1.0
127,1,38.778181818181814,8.145454545454546,2.9272727272727272,3.4,1.8181818181818183,68.77636363636364,0.890909090909091,3.2727272727272734,2.672727272727273,73.73636363636362,47.39818181818182,3.1090909090909093,16.145454545454548,14.72727272727273,2.0181818181818185,0.1090909090909091,8,46.78909090909091,13.600000000000001,4.7272727272727275,5.236363636363637,3.6363636363636362,71.20727272727274,1.1818181818181819,4.290909090909091,2.763636363636364,75.46,49.52363636363637,3.818181818181818,13.836363636363636,15.41818181818182,1.0727272727272728,0.03636363636363637,69,71,76,76,74,75,75,72,76,77,71,78,74,77,76,73,76,70,74,75,74,72,48.219999999999985,11.6,4.4,4.6,2.6,77.66000000000004,0.8,3.8,2.0,81.05999999999997,50.740000000000016,3.8,15.0,15.6,2.0,0.0,1.0,0.8,43.13999999999998,8.6,3.0,4.4,1.2,70.44,0.6,1.8,2.8,81.14000000000001,44.7,3.8,14.0,12.8,1.6,0.0,1.0,-0.4
128,0,54.05566666666667,13.86,6.11,4.866666666666667,2.8833333333333337,83.07433333333336,1.9833333333333334,4.916666666666667,1.7266666666666668,78.284,48.891333333333336,2.58,12.153333333333336,13.420000000000002,1.646666666666667,0.08000000000000002,7,49.72790000000001,12.275,4.416,5.019,2.84,73.21929999999999,1.242,4.671,2.371,77.72299999999997,50.16950000000001,3.5080000000000005,15.587,14.664000000000001,1.872,0.07900000000000001,82,75,63,61,76,78,76,81,76,79,81,69,72,73,74,70,70,68,72,71,69,69,55.73999999999999,14.6,6.2,5.4,3.0,77.94,2.0,2.4,2.6,77.52000000000001,49.02,2.4,12.2,15.0,1.2,0.0,2.8,2.0,30.839999999999996,10.6,4.2,5.0,1.4,55.24000000000002,2.0,2.8,1.2,73.14000000000001,50.76000000000001,5.0,18.0,16.0,3.2,0.0,1.4,0.2
129,16,43.35272727272728,12.4,3.781818181818182,5.890909090909091,2.727272727272727,71.98909090909092,1.4,5.0,2.181818181818182,76.19090909090909,46.94909090909091,3.4000000000000004,12.781818181818183,13.690909090909091,1.581818181818182,0.14545454545454548,4,54.827272727272735,15.70909090909091,5.454545454545455,6.581818181818182,3.672727272727273,74.00727272727272,1.4909090909090912,5.709090909090909,3.3272727272727276,74.89636363636365,48.94727272727273,2.0181818181818185,13.981818181818182,12.690909090909091,1.490909090909091,0.0,79,75,74,75,71,77,72,75,60,75,70,80,77,82,86,76,82,69,81,82,81,82,42.879999999999995,12.8,5.0,6.6,1.2,76.34,2.8,4.2,2.6,74.39999999999998,51.519999999999996,2.6,14.8,13.6,1.2,0.0,1.0,-0.8,61.94,12.6,4.6,5.0,3.0,81.78000000000003,2.4,4.0,1.8,80.03999999999996,46.719999999999985,2.0,12.2,14.0,1.6,0.0,2.0,1.2
130,5,51.481818181818184,13.145454545454546,5.163636363636364,4.981818181818182,3.0000000000000004,72.33272727272728,1.8545454545454547,4.472727272727273,3.1454545454545455,76.68909090909091,49.37272727272728,3.6,17.454545454545457,18.254545454545454,2.581818181818182,0.018181818181818184,2,43.35909090909091,11.951515151515153,4.981818181818182,4.8090909090909095,2.1606060606060606,66.61666666666667,0.987878787878788,3.4272727272727277,2.0,80.03515151515153,50.18363636363637,3.643939393939394,17.972727272727273,15.222727272727274,1.8545454545454545,0.14545454545454548,66,67,68,65,69,60,68,68,68,65,66,74,76,73,77,63,71,73,74,59,76,73,51.679999999999986,13.8,4.6,5.8,3.4,76.03999999999999,1.2,4.2,4.2,76.33999999999996,51.96,4.2,13.6,17.6,2.2,0.2,1.2,-0.2,40.02000000000001,11.4,3.4,5.4,2.6,67.39999999999998,0.8,4.4,2.6,71.26000000000002,50.260000000000005,4.6,12.8,13.0,2.2,0.0,1.6,-1.2
131,15,50.27209999999999,13.925,5.049,5.796,3.0800000000000005,73.6567,1.413,5.109,2.479,77.78449999999998,49.832,3.112,15.248000000000001,14.961000000000002,1.743,0.10600000000000001,19,51.347272727272724,13.872727272727273,5.581818181818182,5.145454545454546,3.145454545454546,70.46363636363637,1.3454545454545455,6.054545454545455,3.2,79.50545454545455,51.2,2.709090909090909,17.8,14.345454545454546,2.4000000000000004,0.018181818181818184,73,70,74,73,70,75,73,70,69,73,70,84,71,73,81,77,83,79,77,79,80,80,45.14,15.6,4.6,6.0,5.0,62.14000000000002,1.4,4.2,1.0,77.85999999999999,52.980000000000004,2.4,15.8,19.4,2.0,0.0,1.8,0.8,57.42,16.0,6.0,5.6,4.4,73.67999999999998,1.6,8.2,2.8,81.68000000000004,51.960000000000015,3.4,16.8,15.2,2.0,0.0,1.8,0.2
132,20,46.64303030303031,10.793939393939395,3.8484848484848486,5.1030303030303035,1.8424242424242427,68.51939393939394,0.7454545454545456,3.6121212121212123,2.2121212121212124,78.03030303030303,46.74969696969697,4.036363636363636,17.81818181818182,13.933333333333334,2.309090909090909,0.18787878787878787,21,54.67848484848485,13.592424242424244,4.368181818181818,6.174242424242424,3.0500000000000003,75.82878787878786,1.2454545454545456,5.203030303030303,2.8712121212121215,80.77606060606061,54.45424242424243,3.3348484848484854,16.580303030303032,15.175757575757578,1.7212121212121212,0.10606060606060608,79,72,76,79,73,60,76,74,72,74,76,75,77,74,77,69,74,79,72,79,71,77,46.90000000000001,10.0,4.2,4.4,1.4,68.74000000000001,1.0,2.8,2.4,82.99999999999997,46.479999999999976,2.6,16.4,8.6,3.8,0.0,1.6,0.4,51.31999999999998,12.0,4.2,5.4,2.4,76.08000000000007,1.0,4.2,3.2,77.32000000000002,50.71999999999997,3.6,17.6,12.0,2.6,0.0,1.0,-0.2
133,6,51.67454545454546,11.545454545454547,4.290909090909091,4.872727272727273,2.381818181818182,72.55454545454546,1.1818181818181819,6.527272727272728,3.054545454545455,83.01818181818183,55.61818181818182,2.8909090909090907,17.10909090909091,14.654545454545456,2.3090909090909095,0.18181818181818185,22,70.50533333333334,15.453333333333335,6.006666666666667,5.8533333333333335,3.5933333333333337,87.082,1.6666666666666667,5.286666666666666,1.9866666666666668,76.87666666666668,51.69666666666667,2.06,14.193333333333333,15.953333333333337,1.4066666666666665,0.04000000000000001,80,72,75,75,72,77,76,63,76,75,76,90,84,87,80,84,78,83,86,69,86,87,54.38000000000001,12.4,3.4,5.0,4.0,78.40000000000002,0.8,4.8,2.0,77.9,51.33999999999999,3.6,13.4,13.8,1.6,0.0,0.2,-1.8,66.41999999999996,16.8,5.0,8.2,3.6,85.96000000000002,1.2,6.6,2.2,74.25999999999999,52.84000000000001,3.0,10.6,13.2,1.0,0.2,1.4,1.0
134,18,45.650909090909096,12.13939393939394,3.745454545454546,6.060606060606061,2.3333333333333335,70.88181818181818,1.612121212121212,5.284848484848485,1.9272727272727275,76.36727272727273,46.27393939393941,2.921212121212122,15.290909090909091,15.830303030303032,1.581818181818182,0.2363636363636364,11,54.870909090909095,12.927272727272728,5.109090909090909,5.436363636363637,2.381818181818182,78.6218181818182,2.3090909090909095,5.090909090909092,2.454545454545455,78.28545454545454,54.041818181818186,3.0000000000000004,13.745454545454546,14.036363636363637,1.3272727272727274,0.0,76,74,68,72,79,71,78,74,76,77,72,81,76,85,77,75,78,77,78,80,80,81,49.22000000000001,19.2,8.6,7.2,3.4,75.72000000000006,3.2,10.0,2.2,75.94,51.560000000000024,4.6,15.0,12.8,1.8,0.0,2.0,0.8,59.71999999999999,16.6,7.8,5.8,3.0,85.62,1.6,5.2,1.6,82.98000000000002,55.52,1.8,15.2,11.4,1.4,0.0,1.4,-0.2
135,17,52.6909090909091,15.490909090909092,5.0,6.636363636363637,3.854545454545455,76.14727272727274,1.2545454545454546,5.127272727272727,2.163636363636364,76.27454545454545,51.82000000000001,4.0,14.945454545454545,14.018181818181818,1.6,0.07272727272727274,12,49.79636363636364,14.236363636363636,5.036363636363637,5.963636363636365,3.2363636363636363,71.4309090909091,1.0363636363636364,4.745454545454546,2.290909090909091,81.80727272727273,49.81090909090909,3.2363636363636363,18.636363636363637,18.509090909090908,2.0,0.07272727272727274,81,72,83,80,75,78,79,74,78,82,79,78,73,78,78,75,75,77,74,75,63,78,49.68000000000002,16.4,4.8,7.4,4.2,78.26000000000002,1.8,6.6,2.8,71.96,53.96,4.4,14.0,12.8,1.8,0.0,2.0,0.6,40.85999999999999,10.4,4.6,3.4,2.4,72.68000000000002,0.4,3.0,2.2,62.88000000000002,49.20000000000001,7.8,13.2,11.4,1.4,0.4,1.2,-1.2
136,21,52.43212121212122,13.460606060606061,4.654545454545454,5.606060606060606,3.2,74.46969696969697,1.4363636363636365,4.175757575757576,3.0303030303030303,74.43151515151516,51.726060606060614,3.521212121212122,16.957575757575757,16.793939393939397,1.4303030303030302,0.15151515151515152,17,51.43636363636364,12.054545454545455,4.181818181818182,5.0,2.872727272727273,76.42545454545456,0.6545454545454545,4.963636363636364,2.6545454545454548,72.08000000000001,53.95272727272727,3.7272727272727275,16.145454545454548,14.345454545454546,1.7636363636363637,0.018181818181818184,75,74,74,77,69,72,79,72,74,71,77,81,72,83,80,75,79,74,70,78,78,82,38.84000000000004,10.8,3.2,4.2,3.4,74.17999999999999,1.2,2.0,1.0,75.56,52.48,4.4,14.4,8.6,1.6,0.2,1.4,-0.8,56.5,12.8,4.0,6.0,2.8,79.24,1.4,5.8,2.2,77.67999999999998,51.999999999999986,4.0,15.6,11.6,1.2,0.0,1.2,0.2
137,4,53.95454545454545,17.563636363636366,6.272727272727273,7.50909090909091,3.781818181818182,75.47454545454545,2.1454545454545455,5.654545454545455,3.2181818181818183,74.58545454545455,50.807272727272725,1.2545454545454546,14.745454545454546,10.672727272727272,1.3272727272727274,0.0,5,53.28181818181819,11.4,4.0181818181818185,4.381818181818182,3.0000000000000004,71.91272727272727,1.1454545454545455,4.254545454545455,3.0363636363636366,79.79272727272728,49.97272727272728,3.490909090909091,17.18181818181818,16.563636363636363,2.690909090909091,0.07272727272727274,80,81,80,86,77,82,69,81,81,82,86,66,67,67,65,69,68,60,67,66,69,65,63.11999999999997,16.8,7.0,5.4,4.4,82.76000000000003,2.6,7.0,3.4,71.67999999999998,50.17999999999999,2.2,11.0,12.2,1.2,0.0,1.6,1.4,44.90000000000001,9.0,2.4,4.0,2.6,73.88000000000001,0.4,3.0,1.2,74.88000000000002,45.15999999999999,4.8,15.6,14.2,3.6,0.0,0.2,-1.6
138,22,71.14633333333335,17.813333333333336,7.276666666666667,7.163333333333334,3.3733333333333335,88.003,1.1666666666666667,5.8966666666666665,2.4466666666666668,78.28166666666667,52.26166666666668,2.2399999999999998,11.273333333333333,13.813333333333334,0.8766666666666666,0.16000000000000003,15,49.72790000000001,12.275,4.416,5.019,2.84,73.21929999999999,1.242,4.671,2.371,77.72299999999997,50.16950000000001,3.5080000000000005,15.587,14.664000000000001,1.872,0.07900000000000001,90,87,87,80,78,86,70,86,84,69,87,71,68,74,73,66,75,73,70,73,70,69,76.96000000000001,25.0,10.2,9.4,5.4,89.63999999999999,1.6,11.0,3.2,69.39999999999998,49.78000000000001,1.6,11.2,10.8,1.4,0.0,2.4,1.8,43.040000000000006,9.8,3.2,3.8,2.8,59.94000000000002,0.6,4.2,2.0,70.17999999999999,49.47999999999999,2.0,18.4,16.4,2.8,0.2,0.6,-1.0
139,12,49.730909090909094,15.49090909090909,5.418181818181818,6.400000000000001,3.672727272727273,73.16000000000001,1.4181818181818182,5.072727272727273,2.618181818181818,82.04727272727271,50.88000000000001,3.4,16.454545454545453,18.672727272727272,2.0,0.018181818181818184,6,52.49818181818181,11.818181818181818,4.618181818181819,4.49090909090909,2.7090909090909094,74.30000000000001,1.1818181818181819,5.927272727272728,2.4,79.3909090909091,53.68181818181818,3.381818181818182,18.527272727272727,14.709090909090909,2.4181818181818184,0.18181818181818185,78,73,78,78,75,75,77,74,75,63,80,80,72,75,75,72,71,77,63,76,75,64,47.56000000000001,11.0,3.4,4.8,2.8,74.89999999999998,1.6,5.2,2.0,72.35999999999999,42.88000000000001,4.8,11.4,14.4,1.4,0.0,1.4,0.2,41.860000000000014,9.2,3.8,3.6,1.8,68.95999999999997,0.4,3.4,2.6,78.19999999999999,51.16000000000001,4.4,15.0,14.0,2.4,0.0,0.6,-1.4
